FormationYear,Method,Portfolio,Exchange,n_firms,share_of_quantile
2010,Method4_ProbabilisticQuality,Q2,Helsinki,0,
2010,Method4_ProbabilisticQuality,Q2,Oslo,0,
2010,Method4_ProbabilisticQuality,Q2,Stockholm,0,
2010,Method4_ProbabilisticQuality,Q2,Iceland,0,
2010,Method4_ProbabilisticQuality,Q3,Copenhagen,0,
2010,Method4_ProbabilisticQuality,Q3,Helsinki,0,
2010,Method4_ProbabilisticQuality,Q3,Oslo,0,
2010,Method4_ProbabilisticQuality,Q3,Stockholm,0,
2010,Method4_ProbabilisticQuality,Q3,Iceland,0,
2010,Method4_ProbabilisticQuality,Q4,Copenhagen,0,
2010,Method4_ProbabilisticQuality,Q4,Helsinki,0,
2010,Method4_ProbabilisticQuality,Q4,Oslo,0,
2010,Method4_ProbabilisticQuality,Q4,Stockholm,0,
2010,Method4_ProbabilisticQuality,Q4,Iceland,0,
2010,Method4_ProbabilisticQuality,Q5,Copenhagen,11,0.1774193548387097
2010,Method4_ProbabilisticQuality,Q5,Helsinki,19,0.3064516129032258
2010,Method4_ProbabilisticQuality,Q5,Oslo,8,0.12903225806451613
2010,Method4_ProbabilisticQuality,Q5,Stockholm,23,0.3709677419354839
2010,Method4_ProbabilisticQuality,Q5,Iceland,1,0.016129032258064516
2011,Method1_ObservedQuality,Q1,Copenhagen,15,0.23076923076923078
2011,Method1_ObservedQuality,Q1,Helsinki,13,0.2
2011,Method1_ObservedQuality,Q1,Oslo,24,0.36923076923076925
2011,Method1_ObservedQuality,Q1,Stockholm,13,0.2
2011,Method1_ObservedQuality,Q1,Iceland,0,0.0
2011,Method1_ObservedQuality,Q2,Copenhagen,14,0.21875
2011,Method1_ObservedQuality,Q2,Helsinki,14,0.21875
2011,Method1_ObservedQuality,Q2,Oslo,15,0.234375
2011,Method1_ObservedQuality,Q2,Stockholm,21,0.328125
2011,Method1_ObservedQuality,Q2,Iceland,0,0.0
2011,Method1_ObservedQuality,Q3,Copenhagen,13,0.2
2011,Method1_ObservedQuality,Q3,Helsinki,16,0.24615384615384617
2011,Method1_ObservedQuality,Q3,Oslo,10,0.15384615384615385
2011,Method1_ObservedQuality,Q3,Stockholm,26,0.4
2011,Method1_ObservedQuality,Q3,Iceland,0,0.0
2011,Method1_ObservedQuality,Q4,Copenhagen,7,0.109375
2011,Method1_ObservedQuality,Q4,Helsinki,17,0.265625
2011,Method1_ObservedQuality,Q4,Oslo,8,0.125
2011,Method1_ObservedQuality,Q4,Stockholm,29,0.453125
2011,Method1_ObservedQuality,Q4,Iceland,3,0.046875
2011,Method1_ObservedQuality,Q5,Copenhagen,12,0.18461538461538463
2011,Method1_ObservedQuality,Q5,Helsinki,20,0.3076923076923077
2011,Method1_ObservedQuality,Q5,Oslo,7,0.1076923076923077
2011,Method1_ObservedQuality,Q5,Stockholm,25,0.38461538461538464
2011,Method1_ObservedQuality,Q5,Iceland,1,0.015384615384615385
2011,Method2_LatentQuality,Q1,Copenhagen,15,0.23076923076923078
2011,Method2_LatentQuality,Q1,Helsinki,12,0.18461538461538463
2011,Method2_LatentQuality,Q1,Oslo,26,0.4
2011,Method2_LatentQuality,Q1,Stockholm,12,0.18461538461538463
2011,Method2_LatentQuality,Q1,Iceland,0,0.0
2011,Method2_LatentQuality,Q2,Copenhagen,14,0.21875
2011,Method2_LatentQuality,Q2,Helsinki,15,0.234375
2011,Method2_LatentQuality,Q2,Oslo,14,0.21875
2011,Method2_LatentQuality,Q2,Stockholm,21,0.328125
2011,Method2_LatentQuality,Q2,Iceland,0,0.0
2011,Method2_LatentQuality,Q3,Copenhagen,13,0.2
2011,Method2_LatentQuality,Q3,Helsinki,17,0.26153846153846155
2011,Method2_LatentQuality,Q3,Oslo,9,0.13846153846153847
2011,Method2_LatentQuality,Q3,Stockholm,26,0.4
2011,Method2_LatentQuality,Q3,Iceland,0,0.0
2011,Method2_LatentQuality,Q4,Copenhagen,7,0.109375
2011,Method2_LatentQuality,Q4,Helsinki,13,0.203125
2011,Method2_LatentQuality,Q4,Oslo,8,0.125
2011,Method2_LatentQuality,Q4,Stockholm,33,0.515625
2011,Method2_LatentQuality,Q4,Iceland,3,0.046875
2011,Method2_LatentQuality,Q5,Copenhagen,12,0.18461538461538463
2011,Method2_LatentQuality,Q5,Helsinki,23,0.35384615384615387
2011,Method2_LatentQuality,Q5,Oslo,7,0.1076923076923077
2011,Method2_LatentQuality,Q5,Stockholm,22,0.3384615384615385
2011,Method2_LatentQuality,Q5,Iceland,1,0.015384615384615385
2011,Method3_ConservativeQuality,Q1,Copenhagen,16,0.24615384615384617
2011,Method3_ConservativeQuality,Q1,Helsinki,12,0.18461538461538463
2011,Method3_ConservativeQuality,Q1,Oslo,23,0.35384615384615387
2011,Method3_ConservativeQuality,Q1,Stockholm,14,0.2153846153846154
2011,Method3_ConservativeQuality,Q1,Iceland,0,0.0
2011,Method3_ConservativeQuality,Q2,Copenhagen,15,0.234375
2011,Method3_ConservativeQuality,Q2,Helsinki,15,0.234375
2011,Method3_ConservativeQuality,Q2,Oslo,16,0.25
2011,Method3_ConservativeQuality,Q2,Stockholm,18,0.28125
2011,Method3_ConservativeQuality,Q2,Iceland,0,0.0
2011,Method3_ConservativeQuality,Q3,Copenhagen,11,0.16923076923076924
2011,Method3_ConservativeQuality,Q3,Helsinki,16,0.24615384615384617
2011,Method3_ConservativeQuality,Q3,Oslo,10,0.15384615384615385
2011,Method3_ConservativeQuality,Q3,Stockholm,28,0.4307692307692308
2011,Method3_ConservativeQuality,Q3,Iceland,0,0.0
2011,Method3_ConservativeQuality,Q4,Copenhagen,7,0.109375
2011,Method3_ConservativeQuality,Q4,Helsinki,15,0.234375
2011,Method3_ConservativeQuality,Q4,Oslo,8,0.125
2011,Method3_ConservativeQuality,Q4,Stockholm,31,0.484375
2011,Method3_ConservativeQuality,Q4,Iceland,3,0.046875
2011,Method3_ConservativeQuality,Q5,Copenhagen,12,0.18461538461538463
2011,Method3_ConservativeQuality,Q5,Helsinki,22,0.3384615384615385
2011,Method3_ConservativeQuality,Q5,Oslo,7,0.1076923076923077
2011,Method3_ConservativeQuality,Q5,Stockholm,23,0.35384615384615387
2011,Method3_ConservativeQuality,Q5,Iceland,1,0.015384615384615385
2011,Method4_ProbabilisticQuality,Q1,Copenhagen,14,0.21875
2011,Method4_ProbabilisticQuality,Q1,Helsinki,13,0.203125
2011,Method4_ProbabilisticQuality,Q1,Oslo,24,0.375
2011,Method4_ProbabilisticQuality,Q1,Stockholm,13,0.203125
2011,Method4_ProbabilisticQuality,Q1,Iceland,0,0.0
2011,Method4_ProbabilisticQuality,Q2,Copenhagen,0,
2011,Method4_ProbabilisticQuality,Q2,Helsinki,0,
2011,Method4_ProbabilisticQuality,Q2,Oslo,0,
2011,Method4_ProbabilisticQuality,Q2,Stockholm,0,
2011,Method4_ProbabilisticQuality,Q2,Iceland,0,
2011,Method4_ProbabilisticQuality,Q3,Copenhagen,0,
2011,Method4_ProbabilisticQuality,Q3,Helsinki,0,
2011,Method4_ProbabilisticQuality,Q3,Oslo,0,
2011,Method4_ProbabilisticQuality,Q3,Stockholm,0,
2011,Method4_ProbabilisticQuality,Q3,Iceland,0,
2011,Method4_ProbabilisticQuality,Q4,Copenhagen,0,
2011,Method4_ProbabilisticQuality,Q4,Helsinki,0,
2011,Method4_ProbabilisticQuality,Q4,Oslo,0,
2011,Method4_ProbabilisticQuality,Q4,Stockholm,0,
2011,Method4_ProbabilisticQuality,Q4,Iceland,0,
2011,Method4_ProbabilisticQuality,Q5,Copenhagen,12,0.1875
2011,Method4_ProbabilisticQuality,Q5,Helsinki,20,0.3125
2011,Method4_ProbabilisticQuality,Q5,Oslo,7,0.109375
2011,Method4_ProbabilisticQuality,Q5,Stockholm,24,0.375
2011,Method4_ProbabilisticQuality,Q5,Iceland,1,0.015625
2012,Method1_ObservedQuality,Q1,Copenhagen,14,0.20588235294117646
2012,Method1_ObservedQuality,Q1,Helsinki,15,0.22058823529411764
2012,Method1_ObservedQuality,Q1,Oslo,23,0.3382352941176471
2012,Method1_ObservedQuality,Q1,Stockholm,16,0.23529411764705882
2012,Method1_ObservedQuality,Q1,Iceland,0,0.0
2012,Method1_ObservedQuality,Q2,Copenhagen,16,0.23880597014925373
2012,Method1_ObservedQuality,Q2,Helsinki,17,0.2537313432835821
2012,Method1_ObservedQuality,Q2,Oslo,20,0.29850746268656714
2012,Method1_ObservedQuality,Q2,Stockholm,14,0.208955223880597
2012,Method1_ObservedQuality,Q2,Iceland,0,0.0
2012,Method1_ObservedQuality,Q3,Copenhagen,14,0.208955223880597
2012,Method1_ObservedQuality,Q3,Helsinki,12,0.1791044776119403
2012,Method1_ObservedQuality,Q3,Oslo,10,0.14925373134328357
2012,Method1_ObservedQuality,Q3,Stockholm,30,0.44776119402985076
2012,Method1_ObservedQuality,Q3,Iceland,1,0.014925373134328358
2012,Method1_ObservedQuality,Q4,Copenhagen,6,0.08955223880597014
2012,Method1_ObservedQuality,Q4,Helsinki,17,0.2537313432835821
2012,Method1_ObservedQuality,Q4,Oslo,8,0.11940298507462686
2012,Method1_ObservedQuality,Q4,Stockholm,35,0.5223880597014925
2012,Method1_ObservedQuality,Q4,Iceland,1,0.014925373134328358
2012,Method1_ObservedQuality,Q5,Copenhagen,14,0.20588235294117646
2012,Method1_ObservedQuality,Q5,Helsinki,18,0.2647058823529412
2012,Method1_ObservedQuality,Q5,Oslo,10,0.14705882352941177
2012,Method1_ObservedQuality,Q5,Stockholm,24,0.35294117647058826
2012,Method1_ObservedQuality,Q5,Iceland,2,0.029411764705882353
2012,Method2_LatentQuality,Q1,Copenhagen,15,0.22058823529411764
2012,Method2_LatentQuality,Q1,Helsinki,15,0.22058823529411764
2012,Method2_LatentQuality,Q1,Oslo,23,0.3382352941176471
2012,Method2_LatentQuality,Q1,Stockholm,15,0.22058823529411764
2012,Method2_LatentQuality,Q1,Iceland,0,0.0
2012,Method2_LatentQuality,Q2,Copenhagen,16,0.23880597014925373
2012,Method2_LatentQuality,Q2,Helsinki,17,0.2537313432835821
2012,Method2_LatentQuality,Q2,Oslo,20,0.29850746268656714
2012,Method2_LatentQuality,Q2,Stockholm,14,0.208955223880597
2012,Method2_LatentQuality,Q2,Iceland,0,0.0
2012,Method2_LatentQuality,Q3,Copenhagen,12,0.1791044776119403
2012,Method2_LatentQuality,Q3,Helsinki,11,0.16417910447761194
2012,Method2_LatentQuality,Q3,Oslo,11,0.16417910447761194
2012,Method2_LatentQuality,Q3,Stockholm,32,0.47761194029850745
2012,Method2_LatentQuality,Q3,Iceland,1,0.014925373134328358
2012,Method2_LatentQuality,Q4,Copenhagen,9,0.13432835820895522
2012,Method2_LatentQuality,Q4,Helsinki,16,0.23880597014925373
2012,Method2_LatentQuality,Q4,Oslo,7,0.1044776119402985
2012,Method2_LatentQuality,Q4,Stockholm,34,0.5074626865671642
2012,Method2_LatentQuality,Q4,Iceland,1,0.014925373134328358
2012,Method2_LatentQuality,Q5,Copenhagen,12,0.17647058823529413
2012,Method2_LatentQuality,Q5,Helsinki,20,0.29411764705882354
2012,Method2_LatentQuality,Q5,Oslo,10,0.14705882352941177
2012,Method2_LatentQuality,Q5,Stockholm,24,0.35294117647058826
2012,Method2_LatentQuality,Q5,Iceland,2,0.029411764705882353
2012,Method3_ConservativeQuality,Q1,Copenhagen,15,0.22058823529411764
2012,Method3_ConservativeQuality,Q1,Helsinki,13,0.19117647058823528
2012,Method3_ConservativeQuality,Q1,Oslo,23,0.3382352941176471
2012,Method3_ConservativeQuality,Q1,Stockholm,17,0.25
2012,Method3_ConservativeQuality,Q1,Iceland,0,0.0
2012,Method3_ConservativeQuality,Q2,Copenhagen,15,0.22388059701492538
2012,Method3_ConservativeQuality,Q2,Helsinki,20,0.29850746268656714
2012,Method3_ConservativeQuality,Q2,Oslo,19,0.2835820895522388
2012,Method3_ConservativeQuality,Q2,Stockholm,13,0.19402985074626866
2012,Method3_ConservativeQuality,Q2,Iceland,0,0.0
2012,Method3_ConservativeQuality,Q3,Copenhagen,13,0.19402985074626866
2012,Method3_ConservativeQuality,Q3,Helsinki,10,0.14925373134328357
2012,Method3_ConservativeQuality,Q3,Oslo,11,0.16417910447761194
2012,Method3_ConservativeQuality,Q3,Stockholm,32,0.47761194029850745
2012,Method3_ConservativeQuality,Q3,Iceland,1,0.014925373134328358
2012,Method3_ConservativeQuality,Q4,Copenhagen,8,0.11940298507462686
2012,Method3_ConservativeQuality,Q4,Helsinki,17,0.2537313432835821
2012,Method3_ConservativeQuality,Q4,Oslo,8,0.11940298507462686
2012,Method3_ConservativeQuality,Q4,Stockholm,33,0.4925373134328358
2012,Method3_ConservativeQuality,Q4,Iceland,1,0.014925373134328358
2012,Method3_ConservativeQuality,Q5,Copenhagen,13,0.19117647058823528
2012,Method3_ConservativeQuality,Q5,Helsinki,19,0.27941176470588236
2012,Method3_ConservativeQuality,Q5,Oslo,10,0.14705882352941177
2012,Method3_ConservativeQuality,Q5,Stockholm,24,0.35294117647058826
2012,Method3_ConservativeQuality,Q5,Iceland,2,0.029411764705882353
2012,Method4_ProbabilisticQuality,Q1,Copenhagen,14,0.208955223880597
2012,Method4_ProbabilisticQuality,Q1,Helsinki,14,0.208955223880597
2012,Method4_ProbabilisticQuality,Q1,Oslo,23,0.34328358208955223
2012,Method4_ProbabilisticQuality,Q1,Stockholm,16,0.23880597014925373
2012,Method4_ProbabilisticQuality,Q1,Iceland,0,0.0
2012,Method4_ProbabilisticQuality,Q2,Copenhagen,0,
2012,Method4_ProbabilisticQuality,Q2,Helsinki,0,
2012,Method4_ProbabilisticQuality,Q2,Oslo,0,
2012,Method4_ProbabilisticQuality,Q2,Stockholm,0,
2012,Method4_ProbabilisticQuality,Q2,Iceland,0,
2012,Method4_ProbabilisticQuality,Q3,Copenhagen,0,
2012,Method4_ProbabilisticQuality,Q3,Helsinki,0,
2012,Method4_ProbabilisticQuality,Q3,Oslo,0,
2012,Method4_ProbabilisticQuality,Q3,Stockholm,0,
2012,Method4_ProbabilisticQuality,Q3,Iceland,0,
2012,Method4_ProbabilisticQuality,Q4,Copenhagen,0,
2012,Method4_ProbabilisticQuality,Q4,Helsinki,0,
2012,Method4_ProbabilisticQuality,Q4,Oslo,0,
2012,Method4_ProbabilisticQuality,Q4,Stockholm,0,
2012,Method4_ProbabilisticQuality,Q4,Iceland,0,
2012,Method4_ProbabilisticQuality,Q5,Copenhagen,13,0.19402985074626866
2012,Method4_ProbabilisticQuality,Q5,Helsinki,18,0.26865671641791045
2012,Method4_ProbabilisticQuality,Q5,Oslo,10,0.14925373134328357
2012,Method4_ProbabilisticQuality,Q5,Stockholm,24,0.3582089552238806
2012,Method4_ProbabilisticQuality,Q5,Iceland,2,0.029850746268656716
2013,Method1_ObservedQuality,Q1,Copenhagen,12,0.16901408450704225
2013,Method1_ObservedQuality,Q1,Helsinki,14,0.19718309859154928
2013,Method1_ObservedQuality,Q1,Oslo,25,0.352112676056338
2013,Method1_ObservedQuality,Q1,Stockholm,20,0.28169014084507044
2013,Method1_ObservedQuality,Q1,Iceland,0,0.0
2013,Method1_ObservedQuality,Q2,Copenhagen,12,0.17142857142857143
2013,Method1_ObservedQuality,Q2,Helsinki,22,0.3142857142857143
2013,Method1_ObservedQuality,Q2,Oslo,16,0.22857142857142856
2013,Method1_ObservedQuality,Q2,Stockholm,20,0.2857142857142857
2013,Method1_ObservedQuality,Q2,Iceland,0,0.0
2013,Method1_ObservedQuality,Q3,Copenhagen,14,0.2
2013,Method1_ObservedQuality,Q3,Helsinki,12,0.17142857142857143
2013,Method1_ObservedQuality,Q3,Oslo,13,0.18571428571428572
2013,Method1_ObservedQuality,Q3,Stockholm,28,0.4
2013,Method1_ObservedQuality,Q3,Iceland,3,0.04285714285714286
2013,Method1_ObservedQuality,Q4,Copenhagen,13,0.18571428571428572
2013,Method1_ObservedQuality,Q4,Helsinki,19,0.2714285714285714
2013,Method1_ObservedQuality,Q4,Oslo,7,0.1
2013,Method1_ObservedQuality,Q4,Stockholm,31,0.44285714285714284
2013,Method1_ObservedQuality,Q4,Iceland,0,0.0
2013,Method1_ObservedQuality,Q5,Copenhagen,15,0.21428571428571427
2013,Method1_ObservedQuality,Q5,Helsinki,14,0.2
2013,Method1_ObservedQuality,Q5,Oslo,12,0.17142857142857143
2013,Method1_ObservedQuality,Q5,Stockholm,27,0.38571428571428573
2013,Method1_ObservedQuality,Q5,Iceland,2,0.02857142857142857
2013,Method2_LatentQuality,Q1,Copenhagen,13,0.18309859154929578
2013,Method2_LatentQuality,Q1,Helsinki,14,0.19718309859154928
2013,Method2_LatentQuality,Q1,Oslo,25,0.352112676056338
2013,Method2_LatentQuality,Q1,Stockholm,19,0.2676056338028169
2013,Method2_LatentQuality,Q1,Iceland,0,0.0
2013,Method2_LatentQuality,Q2,Copenhagen,10,0.14285714285714285
2013,Method2_LatentQuality,Q2,Helsinki,23,0.32857142857142857
2013,Method2_LatentQuality,Q2,Oslo,16,0.22857142857142856
2013,Method2_LatentQuality,Q2,Stockholm,21,0.3
2013,Method2_LatentQuality,Q2,Iceland,0,0.0
2013,Method2_LatentQuality,Q3,Copenhagen,17,0.24285714285714285
2013,Method2_LatentQuality,Q3,Helsinki,10,0.14285714285714285
2013,Method2_LatentQuality,Q3,Oslo,13,0.18571428571428572
2013,Method2_LatentQuality,Q3,Stockholm,27,0.38571428571428573
2013,Method2_LatentQuality,Q3,Iceland,3,0.04285714285714286
2013,Method2_LatentQuality,Q4,Copenhagen,12,0.17142857142857143
2013,Method2_LatentQuality,Q4,Helsinki,20,0.2857142857142857
2013,Method2_LatentQuality,Q4,Oslo,8,0.11428571428571428
2013,Method2_LatentQuality,Q4,Stockholm,30,0.42857142857142855
2013,Method2_LatentQuality,Q4,Iceland,0,0.0
2013,Method2_LatentQuality,Q5,Copenhagen,14,0.2
2013,Method2_LatentQuality,Q5,Helsinki,14,0.2
2013,Method2_LatentQuality,Q5,Oslo,11,0.15714285714285714
2013,Method2_LatentQuality,Q5,Stockholm,29,0.4142857142857143
2013,Method2_LatentQuality,Q5,Iceland,2,0.02857142857142857
2013,Method3_ConservativeQuality,Q1,Copenhagen,10,0.14084507042253522
2013,Method3_ConservativeQuality,Q1,Helsinki,14,0.19718309859154928
2013,Method3_ConservativeQuality,Q1,Oslo,26,0.36619718309859156
2013,Method3_ConservativeQuality,Q1,Stockholm,21,0.29577464788732394
2013,Method3_ConservativeQuality,Q1,Iceland,0,0.0
2013,Method3_ConservativeQuality,Q2,Copenhagen,13,0.18571428571428572
2013,Method3_ConservativeQuality,Q2,Helsinki,24,0.34285714285714286
2013,Method3_ConservativeQuality,Q2,Oslo,13,0.18571428571428572
2013,Method3_ConservativeQuality,Q2,Stockholm,20,0.2857142857142857
2013,Method3_ConservativeQuality,Q2,Iceland,0,0.0
2013,Method3_ConservativeQuality,Q3,Copenhagen,17,0.24285714285714285
2013,Method3_ConservativeQuality,Q3,Helsinki,9,0.12857142857142856
2013,Method3_ConservativeQuality,Q3,Oslo,15,0.21428571428571427
2013,Method3_ConservativeQuality,Q3,Stockholm,26,0.37142857142857144
2013,Method3_ConservativeQuality,Q3,Iceland,3,0.04285714285714286
2013,Method3_ConservativeQuality,Q4,Copenhagen,11,0.15714285714285714
2013,Method3_ConservativeQuality,Q4,Helsinki,20,0.2857142857142857
2013,Method3_ConservativeQuality,Q4,Oslo,7,0.1
2013,Method3_ConservativeQuality,Q4,Stockholm,32,0.45714285714285713
2013,Method3_ConservativeQuality,Q4,Iceland,0,0.0
2013,Method3_ConservativeQuality,Q5,Copenhagen,15,0.21428571428571427
2013,Method3_ConservativeQuality,Q5,Helsinki,14,0.2
2013,Method3_ConservativeQuality,Q5,Oslo,12,0.17142857142857143
2013,Method3_ConservativeQuality,Q5,Stockholm,27,0.38571428571428573
2013,Method3_ConservativeQuality,Q5,Iceland,2,0.02857142857142857
2013,Method4_ProbabilisticQuality,Q1,Copenhagen,11,0.15714285714285714
2013,Method4_ProbabilisticQuality,Q1,Helsinki,14,0.2
2013,Method4_ProbabilisticQuality,Q1,Oslo,25,0.35714285714285715
2013,Method4_ProbabilisticQuality,Q1,Stockholm,20,0.2857142857142857
2013,Method4_ProbabilisticQuality,Q1,Iceland,0,0.0
2013,Method4_ProbabilisticQuality,Q2,Copenhagen,0,
2013,Method4_ProbabilisticQuality,Q2,Helsinki,0,
2013,Method4_ProbabilisticQuality,Q2,Oslo,0,
2013,Method4_ProbabilisticQuality,Q2,Stockholm,0,
2013,Method4_ProbabilisticQuality,Q2,Iceland,0,
2013,Method4_ProbabilisticQuality,Q3,Copenhagen,0,
2013,Method4_ProbabilisticQuality,Q3,Helsinki,0,
2013,Method4_ProbabilisticQuality,Q3,Oslo,0,
2013,Method4_ProbabilisticQuality,Q3,Stockholm,0,
2013,Method4_ProbabilisticQuality,Q3,Iceland,0,
2013,Method4_ProbabilisticQuality,Q4,Copenhagen,0,
2013,Method4_ProbabilisticQuality,Q4,Helsinki,0,
2013,Method4_ProbabilisticQuality,Q4,Oslo,0,
2013,Method4_ProbabilisticQuality,Q4,Stockholm,0,
2013,Method4_ProbabilisticQuality,Q4,Iceland,0,
2013,Method4_ProbabilisticQuality,Q5,Copenhagen,15,0.21428571428571427
2013,Method4_ProbabilisticQuality,Q5,Helsinki,14,0.2
2013,Method4_ProbabilisticQuality,Q5,Oslo,12,0.17142857142857143
2013,Method4_ProbabilisticQuality,Q5,Stockholm,27,0.38571428571428573
2013,Method4_ProbabilisticQuality,Q5,Iceland,2,0.02857142857142857
2014,Method1_ObservedQuality,Q1,Copenhagen,13,0.1780821917808219
2014,Method1_ObservedQuality,Q1,Helsinki,17,0.2328767123287671
2014,Method1_ObservedQuality,Q1,Oslo,23,0.3150684931506849
2014,Method1_ObservedQuality,Q1,Stockholm,20,0.273972602739726
2014,Method1_ObservedQuality,Q1,Iceland,0,0.0
2014,Method1_ObservedQuality,Q2,Copenhagen,15,0.2054794520547945
