Year,Ticker,expected_wca_baseline,expected_wca_analyst_cfo,expected_wca_difference_analyst_minus_baseline
2013,AAK.ST,0.006101600811268,-0.0032713240320394,-0.0093729248433074
2013,ABB.ST,0.0084232708570339,0.0117993198420386,0.003376048985004699
2013,AFRY.ST,0.0564378978282848,0.0524534580540804,-0.003984439774204401
2013,AKRBP.OL,0.0235853186864382,0.0111853025936818,-0.0124000160927564
2013,ALFA.ST,-0.0040565016457363,-0.0049960482637744,-0.0009395466180381002
2013,ALIVsdb.ST,0.001175312361919,0.0021379679518906,0.0009626555899716
2013,ALKb.CO,-0.0069141135948214,0.0055799527688181,0.0124940663636395
2013,ASPO.HE,-0.0011569199244151,0.0030744224474317,0.0042313423718468
2013,ASSAb.ST,0.0046933310553881,0.0066213707371802,0.0019280396817921005
2013,ATCOa.ST,-0.0021405315334328,0.0046945742389932,0.006835105772426
2013,ATEA.OL,0.010415264016154,0.0060993890831329,-0.0043158749330211
2013,ATRAV.HE,0.0152310733460715,0.0047898099522524,-0.010441263393819102
2013,ATRLJb.ST,-0.0014918700305309,-0.0032006731379617,-0.0017088031074308
2013,AUSS.OL,9.857623501211778e-05,0.0007572866686121,0.0006587104335999822
2013,AXFO.ST,0.047707764763244,0.0421142923191017,-0.0055934724441423014
2013,AZN.ST,-0.0101063206141388,-0.0136714856509167,-0.0035651650367778988
2013,BAKKA.OL,0.0016974889679161,0.0117694865341085,0.0100719975661924
2013,BAVA.CO,-0.0059653106153202,-0.0220691713297404,-0.0161038607144202
2013,BEIAb.ST,0.0089284245013904,0.009213352301434,0.00028492780004359987
2013,BEIJb.ST,-0.0055055421692416,-0.0068572649494052,-0.0013517227801636
2013,BETSb.ST,0.0060110548750984,0.0222369394188183,0.0162258845437199
2013,BILL.ST,0.0434649738902799,0.0414924060700478,-0.001972567820232099
2013,BIOGb.ST,0.0720468867933531,0.1042570224538969,0.0322101356605438
2013,BITTI.HE,-0.0378820367188084,-0.055957890282602,-0.018075853563793598
2013,BMAX.ST,0.0218614712531958,0.0261820191752845,0.004320547922088698
