Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method1_ObservedQuality_PortfolioNum,Method1_ObservedQuality_Portfolio,Method2_LatentQuality_PortfolioNum,Method2_LatentQuality_Portfolio,Method3_ConservativeQuality_PortfolioNum,Method3_ConservativeQuality_Portfolio,Method4_ProbabilisticQuality_PortfolioNum,Method4_ProbabilisticQuality_Portfolio
AAK.ST,2014,0.1895951002584571,0.1891077297574334,0.1863775649799796,0.0039905237579597,0.0026616819491236,0.025990705544307,15967.29,3,Q3,3,Q3,3,Q3,,
ABB.ST,2014,-1.2281880363871074,-0.9259396076376026,-1.2497366398146856,0.0,1.0,0.0808379795873562,356410.22,1,Q1,1,Q1,1,Q1,1,Q1
AFRY.ST,2014,0.1632392564334333,0.1649384308538212,0.1480795878722002,0.0318090815653568,0.0814132472955882,0.0641228206433201,7950.61,3,Q3,3,Q3,3,Q3,,
AKRBP.OL,2014,-0.5894380926919025,-0.2786267517513928,-0.6301262836468459,1.642880908758748e-09,0.999997061524718,0.131788742426128,9385.18,1,Q1,1,Q1,1,Q1,1,Q1
ALFA.ST,2014,0.3098270411864533,0.2909462032722761,0.2958804165749422,0.5133909613968385,0.0017622090145433,0.0610529089384564,65227.58,5,Q5,5,Q5,5,Q5,5,Q5
ALKb.CO,2014,0.2424332816290816,0.2411594782687242,0.2405596420216393,0.0144279456523171,0.0001643707813846,0.0192622859456902,6320.38,4,Q4,4,Q4,4,Q4,,
ASPO.HE,2014,0.0707013246340134,0.0836767394921348,0.0581944728965212,0.0026181799306263,0.4276543234007579,0.0559796295355772,1557.0,2,Q2,2,Q2,2,Q2,,
ASSAb.ST,2014,0.2571881648419516,0.2496557109539316,0.2480844441614794,0.1708097166083312,0.002853723276886,0.0471465018094056,112625.29,4,Q4,4,Q4,4,Q4,,
ATCOa.ST,2014,0.4368682848918985,0.3958168843473326,0.4212249189364327,0.952821168803944,8.029620469599855e-05,0.0656216982642931,143847.65,5,Q5,5,Q5,5,Q5,5,Q5
ATEA.OL,2014,0.0639153079710141,0.0806877853996644,0.0487410539945512,0.0029409465775397,0.4794726197863043,0.0641787562994822,5579.35,2,Q2,1,Q1,2,Q2,,
ATRAV.HE,2014,0.0183108356102931,0.0269605358483933,0.0127710189498404,5.836771519625095e-05,0.8506221265893568,0.0353464140452337,1193.62,1,Q1,1,Q1,1,Q1,1,Q1
ATRLJb.ST,2014,0.0717921611782976,0.0762991058676589,0.0674018073762357,0.0002013935775317,0.3620881691780162,0.0306617313668999,10717.06,2,Q2,1,Q1,2,Q2,,
AUSS.OL,2014,0.122414123968528,0.1409970937793412,0.0867007556441516,0.055960264124677,0.2884797509750145,0.1181038795191361,7196.47,2,Q2,2,Q2,2,Q2,,
AXFO.ST,2014,0.2148464644829631,0.2112314742200545,0.2058981782867782,0.052928460658015,0.0097985300963487,0.0462707076760007,15957.01,3,Q3,4,Q4,4,Q4,,
AZN.ST,2014,0.3350539526995915,0.3188745489065621,0.3249799915806501,0.7032656663011164,0.0006454177762819,0.0494019473642017,451324.69,5,Q5,5,Q5,5,Q5,5,Q5
BAKKA.OL,2014,0.3139569860129343,0.2442838272794087,0.2640153665753949,0.5188804417145761,0.0344278128158893,0.1617816657939637,4641.52,5,Q5,4,Q4,4,Q4,5,Q5
BAVA.CO,2014,0.5039213530500432,0.3640229628994162,0.4614601665072693,0.9390696192936324,0.0006876144929315,0.1382587815115264,2596.36,5,Q5,5,Q5,5,Q5,5,Q5
BEIAb.ST,2014,0.2260852420229372,0.2165066056844445,0.2075354620269719,0.1509870871791769,0.0280194413257715,0.072872505852735,4470.81,4,Q4,4,Q4,4,Q4,,
BEIJb.ST,2014,0.1311043601945667,0.1447135042931213,0.0997059486054894,0.053355474324109,0.2486792229165653,0.1057094672499898,5168.49,3,Q3,3,Q3,2,Q2,,
BETSb.ST,2014,0.3263665175145019,0.2792879085304021,0.2953771816880791,0.5735464349133086,0.0102545607974739,0.1050079970164387,4516.74,5,Q5,5,Q5,5,Q5,5,Q5
BILL.ST,2014,0.1013927391821173,0.1133849133785933,0.0849774792423998,0.0081978473791918,0.2861796394607132,0.0676397263806508,15944.33,2,Q2,2,Q2,2,Q2,,
BIOGb.ST,2014,0.363873819570022,0.2692442166676406,0.3139178572691692,0.6637734344966648,0.0160202499923132,0.1634856330566647,3804.29,5,Q5,4,Q4,5,Q5,5,Q5
BITTI.HE,2014,0.2565374343321692,0.2096099284817958,0.1993712737987748,0.3620116069369788,0.0912517161210792,0.188642071548705,2885.55,4,Q4,4,Q4,3,Q3,,
BMAX.ST,2014,0.222724189984467,0.211816271778581,0.2001294748621389,0.1592471268746622,0.0421717393117636,0.0831468467073692,2770.51,4,Q4,4,Q4,3,Q3,,
BOL.ST,2014,0.0830839903159723,0.0988021054763095,0.065880111296826,0.005887840652472,0.379020973221024,0.0695516450237391,22336.65,2,Q2,2,Q2,2,Q2,,
BRGB.OL,2014,0.2052801724137931,0.2039376326211208,0.2009258569864337,0.013395761607278,0.0035000050157754,0.0302197997639636,3020.0,3,Q3,3,Q3,4,Q4,,
CARLb.CO,2014,0.0996721830272167,0.1063465043774762,0.0907463810604677,0.0023995312338065,0.2153576942928723,0.045979051088964,103273.74,2,Q2,2,Q2,2,Q2,,
CAST.ST,2014,0.1494025434038092,0.1494594058818312,0.1491755042747009,7.560943664845915e-07,5.339671540987399e-05,0.0063687366838144,16227.08,3,Q3,3,Q3,3,Q3,,
CTY1S.HE,2014,0.1086032134269175,0.1151278571919366,0.0986940523545736,0.0034011909099001,0.1903221440124001,0.04951510593792,8328.01,2,Q2,2,Q2,2,Q2,,
DEMANT.CO,2014,0.4300592842370448,0.3953666419347088,0.4164868740804264,0.9556672591134135,0.0001191194365164,0.0598581110877581,33383.19,5,Q5,5,Q5,5,Q5,5,Q5
DFDS.CO,2014,0.1597104539270358,0.1619532219283802,0.1444921667324474,0.0293316040130754,0.0884751449177346,0.0643802000093202,7257.95,3,Q3,3,Q3,3,Q3,,
DIGIA.HE,2014,0.1950246108820011,0.1915230377751214,0.1780075471262709,0.0750808330895177,0.0472062581435019,0.0690892419874332,292.35,3,Q3,3,Q3,3,Q3,,
