Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2014,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,14.73,4.87,3.76,0.0,3.12,111.15,14.45,0.023726114649681523
2015,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,21.79,6.99,7.26,0.0,4.81,384.33,23.49,0.006694129763130792
2016,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,48.39,16.31,14.26,0.0,8.96,495.37,52.46,0.01617290035229907
2017,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,81.74,30.88,16.7,0.0,19.44,682.94,101.37,0.01876808914842345
2018,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,105.45,36.43,6.46,19.29,34.93,768.98,147.26,0.0512092901423208
2019,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,137.26,46.53,10.79,30.99,42.16,1322.29,0.0,0.05200825840019965
2020,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,206.95,67.24,13.51,34.7,58.95,1839.99,1.46,0.05536397947269813
2021,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,273.3,89.0,19.84,38.58,87.79,2830.86,0.68,0.04070223270729003
2022,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,356.02,125.13,15.49,40.57,131.79,2810.43,0.28,0.04418100764575498
2023,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,441.5,138.84,15.43,43.39,289.03,2373.35,0.0,0.017523753344428752
2024,K2Apref.ST,K2A Knaust & Andersson Fastigheter AB (publ),Real Estate Operations,Real Estate,434.16,136.89,18.2,64.68,371.41,2169.18,0.0,-0.012751362265925359
