Ticker,FiscalYear,PeriodEndDate,AnnouncementDate,ForecastDate,cfo_forecast,forecast_window_start,forecast_window_end,has_valid_cfo_forecast
ELK.OL,2024,2024-12-31,2025-02-12,2025-06-24,3088.0,2025-02-12,2025-06-30,1
ELMRA.OL,2023,2023-12-31,2024-02-15,2024-05-13,-284.0,2024-02-15,2024-06-30,1
ELMRA.OL,2024,2024-12-31,2025-02-13,2025-06-30,113.0,2025-02-13,2025-06-30,1
ELO.OL,2021,2021-12-31,2022-02-23,2022-05-06,799.746776678132,2022-02-23,2022-06-30,1
ELO.OL,2022,2022-12-31,2023-02-21,2023-05-05,1839.57055823023,2023-02-21,2023-06-30,1
ELO.OL,2023,2023-12-31,2024-02-15,2024-05-13,1860.41024423923,2024-02-15,2024-06-30,1
ELO.OL,2024,2024-12-31,2025-02-11,2025-06-25,1596.81163796621,2025-02-11,2025-06-30,1
ELTEL.ST,2015,2015-12-31,2016-02-19,2016-06-28,534.466058091286,2016-02-19,2016-06-30,1
ELTEL.ST,2016,2016-12-31,2017-02-21,2017-06-02,-286.964168885079,2017-02-21,2017-06-30,1
ELTEL.ST,2017,2017-12-31,2018-02-22,2018-06-04,365.530443937533,2018-02-22,2018-06-30,1
ELTEL.ST,2018,2018-12-31,2019-02-14,2019-04-30,551.531861920463,2019-02-14,2019-06-30,1
ELTEL.ST,2019,2019-12-31,2020-02-14,2020-04-29,381.097519870394,2020-02-14,2020-06-30,1
ELTEL.ST,2020,2020-12-31,2021-02-18,2021-06-17,451.176917575693,2021-02-18,2021-06-30,1
ELTEL.ST,2021,2021-12-31,2022-02-17,2022-06-28,413.622929266369,2022-02-17,2022-06-30,1
ELTEL.ST,2022,2022-12-31,2023-02-16,2023-05-08,161.620229763634,2023-02-16,2023-06-30,1
ELTEL.ST,2023,2023-12-31,2024-02-14,2024-05-29,360.910219995032,2024-02-14,2024-06-30,1
ELTEL.ST,2024,2024-12-31,2025-02-14,2025-05-05,618.561876315254,2025-02-14,2025-06-30,1
ELUXb.ST,2013,2013-12-31,2014-01-31,2014-06-26,5254.13312297449,2014-01-31,2014-06-30,1
ELUXb.ST,2014,2014-12-31,2015-01-28,2015-05-20,5943.85671666826,2015-01-28,2015-06-30,1
ELUXb.ST,2015,2015-12-31,2016-01-28,2016-06-28,8175.45614063609,2016-01-28,2016-06-30,1
ELUXb.ST,2016,2016-12-31,2017-02-01,2017-06-26,8572.50572722582,2017-02-01,2017-06-30,1
ELUXb.ST,2017,2017-12-31,2018-01-31,2018-06-28,7833.24955644267,2018-01-31,2018-06-30,1
ELUXb.ST,2018,2018-12-31,2019-02-01,2019-06-30,8265.50593527221,2019-02-01,2019-06-30,1
ELUXb.ST,2019,2019-12-31,2020-01-31,2020-06-23,4410.49521062488,2020-01-31,2020-06-30,1
ELUXb.ST,2020,2020-12-31,2021-02-02,2021-06-29,9419.51184258358,2021-02-02,2021-06-30,1
ELUXb.ST,2021,2021-12-31,2022-01-28,2022-06-28,8135.91213409971,2022-01-28,2022-06-30,1
ELUXb.ST,2022,2022-12-31,2023-02-02,2023-06-29,9515.16621255914,2023-02-02,2023-06-30,1
ELUXb.ST,2023,2023-12-31,2024-02-02,2024-06-24,7121.24903030029,2024-02-02,2024-06-30,1
ELUXb.ST,2024,2024-12-31,2025-01-30,2025-06-18,8145.94899474821,2025-01-30,2025-06-30,1
EMBLA.CO,2013,2013-12-31,2014-02-05,2014-04-30,440.1964,2014-02-05,2014-06-30,1
EMBLA.CO,2014,2014-12-31,2015-02-05,2015-05-20,549.665225214,2015-02-05,2015-06-30,1
EMBLA.CO,2015,2015-12-31,2016-02-03,2016-05-02,635.769373287,2016-02-03,2016-06-30,1
EMBLA.CO,2016,2016-12-31,2017-02-07,2017-05-01,650.158295308,2017-02-07,2017-06-30,1
EMBLA.CO,2017,2017-12-31,2018-02-05,2018-06-29,671.715,2018-02-05,2018-06-30,1
EMBLA.CO,2018,2018-12-31,2019-02-05,2019-05-10,917.674504293,2019-02-05,2019-06-30,1
EMBLA.CO,2019,2019-12-31,2020-02-04,2020-05-20,955.6202,2020-02-04,2020-06-30,1
EMBLA.CO,2020,2020-12-31,2021-02-02,2021-06-21,1046.0402,2021-02-02,2021-06-30,1
EMBLA.CO,2021,2021-12-31,2022-02-01,2022-04-26,1258.068,2022-02-01,2022-06-30,1
EMBLA.CO,2022,2022-12-31,2023-01-31,2023-06-22,1104.506168848,2023-01-31,2023-06-30,1
EMBLA.CO,2023,2023-12-31,2024-01-30,2024-06-27,1242.7857,2024-01-30,2024-06-30,1
EMBLA.CO,2024,2024-12-31,2025-02-05,2025-06-30,1419.891166512,2025-02-05,2025-06-30,1
ENENTO.HE,2015,2015-12-31,2016-02-16,2016-05-04,182.467325140691,2016-02-16,2016-06-30,1
ENENTO.HE,2016,2016-12-31,2017-02-16,2017-05-08,185.716189541056,2017-02-16,2017-06-30,1
ENENTO.HE,2017,2017-12-31,2018-02-15,2018-06-06,194.972039086414,2018-02-15,2018-06-30,1
ENENTO.HE,2018,2018-12-31,2019-02-15,2019-05-14,449.641258318209,2019-02-15,2019-06-30,1
ENENTO.HE,2019,2019-12-31,2020-02-11,2020-06-17,476.449788631049,2020-02-11,2020-06-30,1
ENENTO.HE,2020,2020-12-31,2021-02-12,2021-05-17,512.193734963183,2021-02-12,2021-06-30,1
ENENTO.HE,2021,2021-12-31,2022-02-11,2022-04-29,533.209301345027,2022-02-11,2022-06-30,1
ENENTO.HE,2022,2022-12-31,2023-02-13,2023-06-27,537.150215344826,2023-02-13,2023-06-30,1
ENENTO.HE,2023,2023-12-31,2024-02-09,2024-06-19,461.988325085667,2024-02-09,2024-06-30,1
ENENTO.HE,2024,2024-12-31,2025-02-14,2025-06-17,483.037229794756,2025-02-14,2025-06-30,1
ENGCONb.ST,2022,2022-12-31,2023-02-22,2023-05-02,506.892733328802,2023-02-22,2023-06-30,1
ENGCONb.ST,2023,2023-12-31,2024-02-21,2024-05-08,227.529463498114,2024-02-21,2024-06-30,1
ENGCONb.ST,2024,2024-12-31,2025-02-21,2025-04-30,297.612109726925,2025-02-21,2025-06-30,1
ENTRA.OL,2014,2014-12-31,2015-02-24,2015-06-15,825.94,2015-02-24,2015-06-30,1
ENTRA.OL,2015,2015-12-31,2016-02-16,2016-06-07,1100.75,2016-02-16,2016-06-30,1
ENTRA.OL,2016,2016-12-31,2017-02-14,2017-06-23,1219.8,2017-02-14,2017-06-30,1
ENTRA.OL,2017,2017-12-31,2018-02-09,2018-04-23,1293.03333,2018-02-09,2018-06-30,1
ENTRA.OL,2018,2018-12-31,2019-02-08,2019-06-10,1447.825,2019-02-08,2019-06-30,1
ENTRA.OL,2019,2019-12-31,2020-02-07,2020-05-21,1544.6,2020-02-07,2020-06-30,1
ENTRA.OL,2020,2020-12-31,2021-02-12,2021-06-23,1518.7,2021-02-12,2021-06-30,1
ENTRA.OL,2021,2021-12-31,2022-02-11,2022-04-25,1742.05,2022-02-11,2022-06-30,1
ENTRA.OL,2022,2022-12-31,2023-02-10,2023-04-26,3376.43333,2023-02-10,2023-06-30,1
ENTRA.OL,2023,2023-12-31,2024-02-09,2024-06-12,2219.03333,2024-02-09,2024-06-30,1
ENTRA.OL,2024,2024-12-31,2025-02-12,2025-05-02,2283.23333,2025-02-12,2025-06-30,1
ENVIP.OL,2021,2021-12-31,2022-02-23,2022-06-01,-20.1884341864327,2022-02-23,2022-06-30,1
ENVIP.OL,2022,2022-12-31,2023-02-23,2023-05-22,-329.187225669744,2023-02-23,2023-06-30,1
ENVIP.OL,2023,2023-12-31,2024-03-07,2024-06-24,39.573187091512,2024-03-07,2024-06-30,1
ENVIP.OL,2024,2024-12-31,2025-03-20,2025-05-15,-162.78803879672,2025-03-20,2025-06-30,1
EPIRa.ST,2018,2018-12-31,2019-02-05,2019-06-28,5443.2376972749,2019-02-05,2019-06-30,1
EPIRa.ST,2019,2019-12-31,2020-01-31,2020-06-23,7847.61236869578,2020-01-31,2020-06-30,1
EPIRa.ST,2020,2020-12-31,2021-01-26,2021-06-30,7153.14710879259,2021-01-26,2021-06-30,1
EPIRa.ST,2021,2021-12-31,2022-01-26,2022-06-27,7913.79971871291,2022-01-26,2022-06-30,1
EPIRa.ST,2022,2022-12-31,2023-01-31,2023-06-29,10797.8788714323,2023-01-31,2023-06-30,1
EPIRa.ST,2023,2023-12-31,2024-01-24,2024-06-26,11740.6432037102,2024-01-24,2024-06-30,1
EPIRa.ST,2024,2024-12-31,2025-01-30,2025-06-30,13369.8741001061,2025-01-30,2025-06-30,1
EPR.OL,2015,2015-12-31,2016-02-12,2016-06-29,403.2,2016-02-12,2016-06-30,1
EPR.OL,2016,2016-12-31,2017-02-17,2017-06-27,439.14286,2017-02-17,2017-06-30,1
EPR.OL,2017,2017-12-31,2018-01-31,2018-06-28,444.26667,2018-01-31,2018-06-30,1
EPR.OL,2018,2018-12-31,2019-01-31,2019-06-28,758.05,2019-01-31,2019-06-30,1
EPR.OL,2019,2019-12-31,2020-01-30,2020-06-24,933.06,2020-01-30,2020-06-30,1
EPR.OL,2020,2020-12-31,2021-02-04,2021-04-30,1068.6,2021-02-04,2021-06-30,1
EPR.OL,2021,2021-12-31,2022-02-03,2022-06-07,1112.23333,2022-02-03,2022-06-30,1
EPR.OL,2022,2022-12-31,2023-02-02,2023-06-20,1471.0,2023-02-02,2023-06-30,1
EPR.OL,2023,2023-12-31,2024-02-01,2024-06-17,1544.63333,2024-02-01,2024-06-30,1
EPR.OL,2024,2024-12-31,2025-01-29,2025-06-24,1315.66667,2025-01-29,2025-06-30,1
EPROb.ST,2020,2020-12-31,2021-02-03,2021-06-29,901.515559881328,2021-02-03,2021-06-30,1
EPROb.ST,2021,2021-12-31,2022-01-28,2022-06-27,1225.05971006793,2022-01-28,2022-06-30,1
EPROb.ST,2022,2022-12-31,2023-01-31,2023-06-26,1416.87099096696,2023-01-31,2023-06-30,1
EPROb.ST,2023,2023-12-31,2024-02-01,2024-04-25,1492.42567865813,2024-02-01,2024-06-30,1
EPROb.ST,2024,2024-12-31,2025-01-31,2025-06-17,1605.75985415226,2025-01-31,2025-06-30,1
EQNR.OL,2013,2013-12-31,2014-02-07,2014-06-30,133749.861913344,2014-02-07,2014-06-30,1
EQNR.OL,2014,2014-12-31,2015-02-06,2015-06-19,113432.713925751,2015-02-06,2015-06-30,1
EQNR.OL,2015,2015-12-31,2016-02-04,2016-06-23,100413.57565276,2016-02-04,2016-06-30,1
EQNR.OL,2016,2016-12-31,2017-02-07,2017-06-29,130358.43770752,2017-02-07,2017-06-30,1
EQNR.OL,2017,2017-12-31,2018-02-07,2018-06-28,158331.536975832,2018-02-07,2018-06-30,1
EQNR.OL,2018,2018-12-31,2019-02-06,2019-06-20,141858.83765,2019-02-06,2019-06-30,1
EQNR.OL,2019,2019-12-31,2020-02-06,2020-06-18,96102.516142505,2020-02-06,2020-06-30,1
EQNR.OL,2020,2020-12-31,2021-02-10,2021-06-25,164515.617620022,2021-02-10,2021-06-30,1
EQNR.OL,2021,2021-12-31,2022-02-09,2022-06-23,323666.857116696,2022-02-09,2022-06-30,1
EQNR.OL,2022,2022-12-31,2023-02-08,2023-06-19,254614.48397894,2023-02-08,2023-06-30,1
EQNR.OL,2023,2023-12-31,2024-02-07,2024-06-28,216570.870562038,2024-02-07,2024-06-30,1
EQNR.OL,2024,2024-12-31,2025-02-05,2025-06-25,201254.594985591,2025-02-05,2025-06-30,1
ERICb.ST,2013,2013-12-31,2014-01-30,2014-06-17,20912.8486912494,2014-01-30,2014-06-30,1
ERICb.ST,2014,2014-12-31,2015-01-27,2015-06-30,22433.9801467658,2015-01-27,2015-06-30,1
ERICb.ST,2015,2015-12-31,2016-01-27,2016-06-30,21380.8520587698,2016-01-27,2016-06-30,1
ERICb.ST,2016,2016-12-31,2017-01-26,2017-06-28,11043.5996079204,2017-01-26,2017-06-30,1
ERICb.ST,2017,2017-12-31,2018-01-31,2018-06-25,6908.99080539287,2018-01-31,2018-06-30,1
ERICb.ST,2018,2018-12-31,2019-01-25,2019-04-26,16513.0037825109,2019-01-25,2019-06-30,1
ERICb.ST,2019,2019-12-31,2020-01-24,2020-06-09,18919.9516057957,2020-01-24,2020-06-30,1
ERICb.ST,2020,2020-12-31,2021-01-29,2021-06-29,25084.0577927225,2021-01-29,2021-06-30,1
ERICb.ST,2021,2021-12-31,2022-01-25,2022-06-23,30811.0022571359,2022-01-25,2022-06-30,1
ERICb.ST,2022,2022-12-31,2023-01-20,2023-06-29,19485.6862000405,2023-01-20,2023-06-30,1
ERICb.ST,2023,2023-12-31,2024-01-23,2024-06-24,31275.1161799066,2024-01-23,2024-06-30,1
ERICb.ST,2024,2024-12-31,2025-01-24,2025-06-24,27679.7790433878,2025-01-24,2025-06-30,1
ESENSE.HE,2019,2019-12-31,2020-03-16,2020-06-16,22.6206609150091,2020-03-16,2020-06-30,1
ESENSE.HE,2020,2020-12-31,2021-05-04,2021-06-22,152.850798653392,2021-05-04,2021-06-30,1
ESENSE.HE,2021,2021-12-31,2022-02-28,2022-05-02,154.77103422197,2022-02-28,2022-06-30,1
ESENSE.HE,2022,2022-12-31,2023-02-27,2023-05-09,211.706880678642,2023-02-27,2023-06-30,1
ESENSE.HE,2023,2023-12-31,2024-02-29,2024-05-05,138.130860425587,2024-02-29,2024-06-30,1
ESENSE.HE,2024,2024-12-31,2025-02-28,2025-04-29,246.841970740593,2025-02-28,2025-06-30,1
ESSITYb.ST,2017,2017-12-31,2018-01-25,2018-06-26,13300.4486854106,2018-01-25,2018-06-30,1
ESSITYb.ST,2018,2018-12-31,2019-01-31,2019-06-28,14944.4325206873,2019-01-31,2019-06-30,1
ESSITYb.ST,2019,2019-12-31,2020-01-22,2020-06-30,20463.3960381165,2020-01-22,2020-06-30,1
ESSITYb.ST,2020,2020-12-31,2021-01-27,2021-06-30,16985.3530670471,2021-01-27,2021-06-30,1
ESSITYb.ST,2021,2021-12-31,2022-01-26,2022-06-28,15565.1938548051,2022-01-26,2022-06-30,1
ESSITYb.ST,2022,2022-12-31,2023-01-26,2023-06-22,18970.0576241665,2023-01-26,2023-06-30,1
ESSITYb.ST,2023,2023-12-31,2024-01-25,2024-06-26,19754.3862192255,2024-01-25,2024-06-30,1
ESSITYb.ST,2024,2024-12-31,2025-01-23,2025-06-25,21629.7579661393,2025-01-23,2025-06-30,1
ETTE.HE,2013,2013-12-31,2014-02-12,2014-05-08,57.1352451075373,2014-02-12,2014-06-30,1
ETTE.HE,2014,2014-12-31,2015-02-11,2015-06-18,84.0491685975194,2015-02-11,2015-06-30,1
ETTE.HE,2015,2015-12-31,2016-02-11,2016-05-19,139.821603530861,2016-02-11,2016-06-30,1
ETTE.HE,2016,2016-12-31,2017-02-09,2017-05-31,169.383904503147,2017-02-09,2017-06-30,1
ETTE.HE,2017,2017-12-31,2018-02-08,2018-05-04,198.069727332409,2018-02-08,2018-06-30,1
ETTE.HE,2018,2018-12-31,2019-02-07,2019-06-30,269.938940305345,2019-02-07,2019-06-30,1
ETTE.HE,2019,2019-12-31,2020-02-11,2020-05-06,280.288654337032,2020-02-11,2020-06-30,1
ETTE.HE,2020,2020-12-31,2021-02-11,2021-05-06,400.110286594443,2021-02-11,2021-06-30,1
ETTE.HE,2021,2021-12-31,2022-02-10,2022-05-06,431.530064905358,2022-02-10,2022-06-30,1
ETTE.HE,2022,2022-12-31,2023-02-17,2023-05-15,501.306085839159,2023-02-17,2023-06-30,1
ETTE.HE,2023,2023-12-31,2024-02-08,2024-05-10,490.354246130154,2024-02-08,2024-06-30,1
ETTE.HE,2024,2024-12-31,2025-02-12,2025-05-06,418.051443123479,2025-02-12,2025-06-30,1
EVOG.ST,2015,2015-12-31,2016-02-16,2016-06-30,368.579881853916,2016-02-16,2016-06-30,1
EVOG.ST,2016,2016-12-31,2017-02-16,2017-06-28,577.573870071897,2017-02-16,2017-06-30,1
EVOG.ST,2017,2017-12-31,2018-02-15,2018-04-20,875.391562334599,2018-02-15,2018-06-30,1
EVOG.ST,2018,2018-12-31,2019-02-14,2019-06-28,1322.53935812814,2019-02-14,2019-06-30,1
EVOG.ST,2019,2019-12-31,2020-02-12,2020-06-25,2795.08199663488,2020-02-12,2020-06-30,1
EVOG.ST,2020,2020-12-31,2021-02-10,2021-04-28,7166.22811802929,2021-02-10,2021-06-30,1
EVOG.ST,2021,2021-12-31,2022-02-09,2022-05-05,8945.4128766719,2022-02-09,2022-06-30,1
EVOG.ST,2022,2022-12-31,2023-02-02,2023-05-10,13337.9077683228,2023-02-02,2023-06-30,1
EVOG.ST,2023,2023-12-31,2024-02-01,2024-05-09,14492.9976551382,2024-02-01,2024-06-30,1
EVOG.ST,2024,2024-12-31,2025-01-30,2025-06-27,14901.6756755965,2025-01-30,2025-06-30,1
EWRK.ST,2017,2017-12-31,2018-02-07,2018-05-02,71.0450262484857,2018-02-07,2018-06-30,1
EWRK.ST,2018,2018-12-31,2019-02-13,2019-04-26,75.7341624440193,2019-02-13,2019-06-30,1
EWRK.ST,2019,2019-12-31,2020-02-13,2020-04-29,115.34145696442,2020-02-13,2020-06-30,1
EWRK.ST,2020,2020-12-31,2021-02-10,2021-04-30,127.658612055933,2021-02-10,2021-06-30,1
EWRK.ST,2021,2021-12-31,2022-02-10,2022-05-03,182.710179907916,2022-02-10,2022-06-30,1
EWRK.ST,2022,2022-12-31,2023-02-09,2023-04-25,208.128683464689,2023-02-09,2023-06-30,1
EWRK.ST,2023,2023-12-31,2024-02-08,2024-05-16,206.555482937305,2024-02-08,2024-06-30,1
EWRK.ST,2024,2024-12-31,2025-02-21,2025-05-16,158.275557377889,2025-02-21,2025-06-30,1
EXL1V.HE,2013,2013-12-31,2014-02-12,2014-05-09,65.8786628146925,2014-02-12,2014-06-30,1
EXL1V.HE,2014,2014-12-31,2015-02-13,2015-06-23,79.0770712801841,2015-02-13,2015-06-30,1
EXL1V.HE,2015,2015-12-31,2016-02-19,2016-05-19,46.8152794891901,2016-02-19,2016-06-30,1
EXL1V.HE,2016,2016-12-31,2017-02-14,2017-05-05,56.6757559098406,2017-02-14,2017-06-30,1
EXL1V.HE,2017,2017-12-31,2018-02-16,2018-05-11,28.6622560844539,2018-02-16,2018-06-30,1
EXL1V.HE,2018,2018-12-31,2019-02-15,2019-04-15,71.0773510023632,2019-02-15,2019-06-30,1
EXL1V.HE,2019,2019-12-31,2020-02-18,2020-05-07,125.657447777814,2020-02-18,2020-06-30,1
EXL1V.HE,2020,2020-12-31,2021-02-18,2021-06-01,126.409467231631,2021-02-18,2021-06-30,1
EXL1V.HE,2021,2021-12-31,2022-02-15,2022-06-29,105.701419698314,2022-02-15,2022-06-30,1
EXL1V.HE,2022,2022-12-31,2023-02-17,2023-05-04,108.619577309564,2023-02-17,2023-06-30,1
EXL1V.HE,2023,2023-12-31,2024-02-16,2024-05-21,53.8495962314939,2024-02-16,2024-06-30,1
EXL1V.HE,2024,2024-12-31,2025-02-14,2025-05-09,79.5048142757527,2025-02-14,2025-06-30,1
FIA1S.HE,2013,2013-12-31,2014-02-11,2014-06-17,1040.77585739828,2014-02-11,2014-06-30,1
FIA1S.HE,2014,2014-12-31,2015-02-11,2015-05-21,1706.52939673086,2015-02-11,2015-06-30,1
FIA1S.HE,2015,2015-12-31,2016-02-10,2016-05-26,2044.03146614438,2016-02-10,2016-06-30,1
FIA1S.HE,2016,2016-12-31,2017-02-15,2017-05-22,2315.81573033708,2017-02-15,2017-06-30,1
FIA1S.HE,2017,2017-12-31,2018-02-16,2018-04-26,2986.66064643384,2018-02-16,2018-06-30,1
FIA1S.HE,2018,2018-12-31,2019-02-15,2019-06-06,3864.49887260428,2019-02-15,2019-06-30,1
FIA1S.HE,2019,2019-12-31,2020-02-07,2020-06-12,-2552.91010556287,2020-02-07,2020-06-30,1
FIA1S.HE,2020,2020-12-31,2021-02-18,2021-04-28,900.117926243817,2021-02-18,2021-06-30,1
FIA1S.HE,2021,2021-12-31,2022-02-17,2022-04-28,2351.7525946292,2022-02-17,2022-06-30,1
FIA1S.HE,2022,2022-12-31,2023-02-15,2023-06-21,6138.64485622021,2023-02-15,2023-06-30,1
FIA1S.HE,2023,2023-12-31,2024-02-14,2024-04-24,5799.27902451008,2024-02-14,2024-06-30,1
FIA1S.HE,2024,2024-12-31,2025-02-13,2025-06-04,4767.22533651486,2025-02-13,2025-06-30,1
FLS.CO,2013,2013-12-31,2014-02-13,2014-06-19,1160.1231109002,2014-02-13,2014-06-30,1
FLS.CO,2014,2014-12-31,2015-02-12,2015-05-18,1679.82216038614,2015-02-12,2015-06-30,1
FLS.CO,2015,2015-12-31,2016-02-11,2016-06-23,1634.22620309862,2016-02-11,2016-06-30,1
FLS.CO,2016,2016-12-31,2017-02-09,2017-06-27,1774.81833997636,2017-02-09,2017-06-30,1
FLS.CO,2017,2017-12-31,2018-02-07,2018-06-27,2035.76523948728,2018-02-07,2018-06-30,1
FLS.CO,2018,2018-12-31,2019-01-31,2019-06-28,2260.30882236342,2019-01-31,2019-06-30,1
FLS.CO,2019,2019-12-31,2020-02-11,2020-06-26,1811.34600764749,2020-02-11,2020-06-30,1
FLS.CO,2020,2020-12-31,2021-02-11,2021-06-04,1190.88229855338,2021-02-11,2021-06-30,1
FLS.CO,2021,2021-12-31,2022-02-16,2022-06-02,429.181948129759,2022-02-16,2022-06-30,1
FLS.CO,2022,2022-12-31,2023-02-22,2023-06-29,1163.25919528492,2023-02-22,2023-06-30,1
FLS.CO,2023,2023-12-31,2024-01-29,2024-05-31,557.252116486777,2024-01-29,2024-06-30,1
FLS.CO,2024,2024-12-31,2025-02-20,2025-06-26,1636.43304532902,2025-02-20,2025-06-30,1
FORTUM.HE,2013,2013-12-31,2014-02-04,2014-06-24,21329.0349366684,2014-02-04,2014-06-30,1
FORTUM.HE,2014,2014-12-31,2015-02-04,2015-06-26,21109.5973688928,2015-02-04,2015-06-30,1
FORTUM.HE,2015,2015-12-31,2016-02-03,2016-06-30,8622.82504613582,2016-02-03,2016-06-30,1
FORTUM.HE,2016,2016-12-31,2017-02-02,2017-06-27,9801.09402385865,2017-02-02,2017-06-30,1
FORTUM.HE,2017,2017-12-31,2018-02-02,2018-06-21,10856.0995165512,2018-02-02,2018-06-30,1
FORTUM.HE,2018,2018-12-31,2019-02-01,2019-06-24,15345.6451441538,2019-02-01,2019-06-30,1
FORTUM.HE,2019,2019-12-31,2020-02-06,2020-06-25,26236.6956307302,2020-02-06,2020-06-30,1
FORTUM.HE,2020,2020-12-31,2021-03-12,2021-06-16,31706.4576562627,2021-03-12,2021-06-30,1
FORTUM.HE,2021,2021-12-31,2022-03-03,2022-06-14,25365.6598731955,2022-03-03,2022-06-30,1
FORTUM.HE,2022,2022-12-31,2023-03-02,2023-06-28,22418.5113657723,2023-03-02,2023-06-30,1
FORTUM.HE,2023,2023-12-31,2024-02-07,2024-06-04,18151.225837331,2024-02-07,2024-06-30,1
FORTUM.HE,2024,2024-12-31,2025-02-11,2025-06-10,13612.8249382178,2025-02-11,2025-06-30,1
FSECURE.HE,2022,2022-12-31,2023-02-17,2023-06-02,364.956747960516,2023-02-17,2023-06-30,1
FSECURE.HE,2023,2023-12-31,2024-02-16,2024-04-29,473.086416841744,2024-02-16,2024-06-30,1
FSECURE.HE,2024,2024-12-31,2025-02-06,2025-04-30,545.199258505975,2025-02-06,2025-06-30,1
FSKRS.HE,2013,2013-12-31,2014-02-07,2014-06-04,819.093255354909,2014-02-07,2014-06-30,1
FSKRS.HE,2014,2014-12-31,2015-02-06,2015-05-15,789.371505809067,2015-02-06,2015-06-30,1
FSKRS.HE,2015,2015-12-31,2016-02-09,2016-06-23,1233.46957363238,2016-02-09,2016-06-30,1
FSKRS.HE,2016,2016-12-31,2017-02-08,2017-05-09,1231.49510826276,2017-02-08,2017-06-30,1
FSKRS.HE,2017,2017-12-31,2018-02-07,2018-06-29,1114.37168493119,2018-02-07,2018-06-30,1
FSKRS.HE,2018,2018-12-31,2019-02-07,2019-05-20,1246.80617921051,2019-02-07,2019-06-30,1
FSKRS.HE,2019,2019-12-31,2020-02-05,2020-06-16,1002.13114844007,2020-02-05,2020-06-30,1
FSKRS.HE,2020,2020-12-31,2021-02-05,2021-05-04,996.814952744375,2021-02-05,2021-06-30,1
FSKRS.HE,2021,2021-12-31,2022-02-04,2022-05-02,1472.9705168841,2022-02-04,2022-06-30,1
FSKRS.HE,2022,2022-12-31,2023-02-07,2023-06-21,3161.80125888821,2023-02-07,2023-06-30,1
FSKRS.HE,2023,2023-12-31,2024-02-08,2024-04-26,2069.53243577859,2024-02-08,2024-06-30,1
FSKRS.HE,2024,2024-12-31,2025-02-06,2025-06-18,1502.55843358281,2025-02-06,2025-06-30,1
GABR.CO,2024,2024-09-30,2025-01-08,2025-05-09,112.471694613668,2025-01-08,2025-06-30,1
GARO.ST,2016,2016-12-31,2017-02-22,2017-05-15,77.0099683956547,2017-02-22,2017-06-30,1
GARO.ST,2017,2017-12-31,2018-02-21,2018-05-15,79.9710997972724,2018-02-21,2018-06-30,1
GARO.ST,2018,2018-12-31,2019-02-19,2019-05-17,77.9631592594513,2019-02-19,2019-06-30,1
GARO.ST,2019,2019-12-31,2020-02-18,2020-05-20,78.5608350730689,2020-02-18,2020-06-30,1
GARO.ST,2020,2020-12-31,2021-02-12,2021-05-06,122.156965631863,2021-02-12,2021-06-30,1
GARO.ST,2021,2021-12-31,2022-02-23,2022-05-29,192.452335047129,2022-02-23,2022-06-30,1
GARO.ST,2022,2022-12-31,2023-02-23,2023-06-07,219.756548974943,2023-02-23,2023-06-30,1
GARO.ST,2023,2023-12-31,2024-02-21,2024-05-15,131.025810143921,2024-02-21,2024-06-30,1
GARO.ST,2024,2024-12-31,2025-02-21,2025-05-16,207.139152273077,2025-02-21,2025-06-30,1
GLA1V.HE,2014,2014-12-31,2015-02-05,2015-04-24,67.5023646701965,2015-02-05,2015-06-30,1
GLA1V.HE,2015,2015-12-31,2016-02-11,2016-05-19,64.1369329001904,2016-02-11,2016-06-30,1
GLA1V.HE,2016,2016-12-31,2017-02-10,2017-04-27,27.9265919394644,2017-02-10,2017-06-30,1
GLA1V.HE,2017,2017-12-31,2018-02-08,2018-04-30,65.8130479940098,2018-02-08,2018-06-30,1
GLA1V.HE,2018,2018-12-31,2019-02-12,2019-05-05,109.124924400242,2019-02-12,2019-06-30,1
GLA1V.HE,2019,2019-12-31,2020-02-11,2020-04-29,102.373217975231,2020-02-11,2020-06-30,1
GLA1V.HE,2020,2020-12-31,2021-02-09,2021-05-05,137.022726769829,2021-02-09,2021-06-30,1
GLA1V.HE,2021,2021-12-31,2022-02-14,2022-04-27,123.550115049292,2022-02-14,2022-06-30,1
GLA1V.HE,2022,2022-12-31,2023-02-09,2023-04-26,152.62155001104,2023-02-09,2023-06-30,1
GLA1V.HE,2023,2023-12-31,2024-02-15,2024-05-03,122.913053768531,2024-02-15,2024-06-30,1
GLA1V.HE,2024,2024-12-31,2025-02-14,2025-05-07,158.822638780606,2025-02-14,2025-06-30,1
GMAB.CO,2013,2013-12-31,2014-03-04,2014-06-23,-76.774559862,2014-03-04,2014-06-30,1
GMAB.CO,2014,2014-12-31,2015-03-02,2015-06-08,44.743767525,2015-03-02,2015-06-30,1
GMAB.CO,2015,2015-12-31,2016-02-17,2016-06-22,291.829821162,2016-02-17,2016-06-30,1
GMAB.CO,2016,2016-12-31,2017-02-22,2017-06-30,1722.800090886,2017-02-22,2017-06-30,1
GMAB.CO,2017,2017-12-31,2018-02-21,2018-06-20,1812.690493776,2018-02-21,2018-06-30,1
GMAB.CO,2018,2018-12-31,2019-02-20,2019-06-18,2482.264032794,2019-02-20,2019-06-30,1
