Method,Method1_Raw,Method1_Raw,Method1_Raw,Method1_Raw,Method1_Raw,Method2_PostMean,Method2_PostMean,Method2_PostMean,Method2_PostMean,Method2_PostMean,Method3_ProbQ5,Method3_ProbQ5,Method3_ProbQ5,Method3_ProbQ5,Method3_ProbQ5,Method4_ProbMedian,Method4_ProbMedian,Method4_ProbMedian,Method4_ProbMedian,Method4_ProbMedian
Portfolio,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5
Date,,,,,,,,,,,,,,,,,,,,
2010-01-31,-0.02408826659324538,-0.015046105024310159,-0.002129632211039473,0.014611202623493257,0.022589084231115972,-0.02408826659324538,-0.015046105024310159,0.04938282994116423,-0.026447519411703903,0.024849585947694524,0.025720153369917037,-0.04726891673096715,-0.039703043686245935,0.006302063627420838,0.02789631191322814,-0.023973883969481254,-0.007202619759007687,0.04867019508239405,-0.0017585351775041027,0.01624455961704892
2010-02-28,0.03371309659480337,-0.03077159672478881,-0.016122853244174964,-0.006914623356697073,-0.00986060086050972,0.03371309659480337,-0.03077159672478881,-0.03390435564150667,-0.006636636866462085,-0.007655718956332818,0.015532609774736316,-0.020325545653132826,-0.03540446668661513,-0.020372041265171864,-0.007976205363664293,0.01482400694913268,-0.02888774641597432,-0.03340967898285667,0.0011449493263063245,-0.012308640741353693
2010-03-31,0.111035191007369,0.11547976281231866,0.054562744916008626,0.06278910502616566,0.06932613818400526,0.111035191007369,0.11547976281231866,0.05937911607388276,0.05579018827645033,0.0688043336962781,0.08526910874958028,0.07625855638597819,0.10149212253650218,0.05191304057203126,0.06902080287471499,0.13169112084687604,0.07684784163316417,0.05459816135570406,0.05612130361841296,0.0699083009867355
2010-04-30,-0.0677359113048883,0.06969630270687013,0.012285515281550112,0.044710020230078446,-0.029934076329765164,-0.0677359113048883,0.06969630270687013,0.04279667617059102,-0.004870895425473198,-0.01521726226628412,0.005804834766174478,0.005428709178365429,0.024677870094029157,0.01623670787608633,-0.019598309085549694,0.007063216047650242,-0.03300775090808132,0.0575757487195262,-0.009110522172964885,-0.014283597120234425
2010-05-31,-0.04988827086612334,-0.08542046219351307,-0.04239088034838578,-0.05454583368238285,-0.03784728109354676,-0.04988827086612334,-0.08542046219351307,-0.042816125034984436,-0.05521270229578619,-0.036799602250870644,-0.04094837885998187,-0.06136434397409962,-0.0825545299297159,-0.06383641575763742,-0.03740212234558671,-0.06222910591705705,-0.08066154078690818,-0.04304717653600552,-0.05099343997521106,-0.037016362537617066
2010-06-30,0.007566601862473861,0.00042150457948077143,0.03076336625362661,0.0169372474293285,0.009044368556472119,0.007566601862473861,0.00042150457948077143,-0.0031161712704104133,0.024461145068250725,0.017467802393996878,0.027772977424196647,0.03403895585597833,-0.052827408317398065,-0.02076697464671601,0.01715215152046433,0.027056617743245512,-0.0489505463460137,-0.003192008567245601,0.01588668546307778,0.021337608943574296
2010-07-31,0.07501641129524683,0.060252697169559555,0.04963289767836287,-0.0073865878532152224,0.02865031568604132,0.07501641129524683,0.060252697169559555,0.03163018907188121,0.047859397060460246,0.017852970103483707,0.05729337067157626,0.06266871220291459,0.049677560073519186,0.01844783760540688,0.017740882996627842,0.054264738977260044,0.10769753629965892,0.02749793683552903,0.04865887485398788,0.01367269871565827
2010-08-31,0.0022822955974696854,-0.03492881118939541,-0.02091418645093166,-0.045079125136612504,0.006226808392890313,0.0022822955974696854,-0.03492881118939541,-0.06010692681799223,-0.00010192202205113515,-0.004396379827903873,-0.02664353686131682,0.0019172071679637733,-0.05704846853024767,-0.02421680173009312,-0.002096625930013402,-0.013354430237738222,-0.028398394317595232,-0.05963882879950389,0.016154249325377432,-0.014548698945113245
2010-09-30,0.05810736381520409,0.13962332370307806,0.058191637182852224,0.10058588481951998,0.04950689610187463,0.05810736381520409,0.13962332370307806,0.07432143672583144,0.0731786802459281,0.05313430138533678,0.08204700352368124,0.07059186947936018,0.10900443332426926,0.10758282443571472,0.05003400726221137,0.0999450158769612,0.10133552438327935,0.06932709724117445,0.06225380220301477,0.05720132700658086
2010-10-31,-0.012370115042926054,-0.012922773295596119,0.026496096397652512,0.030556503113100358,0.0303325265098685,-0.012370115042926054,-0.012922773295596119,0.03067425869915487,0.03436353664152859,0.026790527093335664,-0.00882700052916768,0.02156128994278493,0.021372944995669278,0.0490606133403297,0.027512285979893192,-0.027485214507617216,0.022808181092744257,0.03558914695000681,0.01926317469398958,0.034688846068965606
2010-11-30,-0.033255335822729555,0.06109659843656094,-0.014103354924494146,0.016041875552050028,-0.005744832442087545,-0.033255335822729555,0.06109659843656094,0.0017119189401614873,-0.01054103121907935,-0.0021990847636539097,0.0071747699005583875,-0.006695247062057323,0.014548075139381708,0.014967646230102362,-0.005454951930450831,0.03161240827113844,-0.023073340741190575,0.0010493484717927644,-0.004069987116218722,-0.004894949461503603
2010-12-31,0.07813761816855938,0.09669889835791512,0.02814973735787931,0.0704881830000907,0.03203307518119811,0.07813761816855938,0.09669889835791512,0.05763766195627978,0.03931198413529929,0.03368081754648043,0.0754011901881035,0.027549827885943116,0.07825375844303407,0.07948649401766542,0.034507356266284525,0.09525727837456781,0.06902464689368507,0.059953081575775516,0.013924862158292953,0.047631809915252815
2011-01-31,0.03848134400078913,0.010575953015080445,0.002841648476099058,0.026805627160559398,-0.005540034190198666,0.03848134400078913,0.010575953015080445,-0.0029201032869086603,0.023589620241373573,0.0007449056515941991,0.020697962653470257,-0.013046810038565327,0.026205014058188918,0.03158804479110395,-0.002203535268910598,0.04171660429678156,-0.014924312699284884,0.019395199701340713,0.0021403669433340718,0.01018034537323245
2011-02-28,-0.008442529688930854,-0.0323540979673666,-0.008852593817766707,-0.01562262660282485,-0.01648399479501235,-0.008442529688930854,-0.0323540979673666,-0.000617872523400863,-0.018590264510246757,-0.015792338975393158,-0.0089581621446503,-0.03679496847047129,0.0010106033712439042,-0.02449454433373653,-0.01569826591663328,-0.01677536031998656,0.0033466509700040012,-0.02439557403158163,-0.017747257069648678,-0.016739414694753145
