Year,Ticker,expected_wca_baseline,expected_wca_analyst_cfo,expected_wca_difference_analyst_minus_baseline
2016,AAK.ST,0.0141708673790403,0.0089174209091165,-0.0052534464699238
2016,ABB.ST,-0.0010914374915654,-0.0030628133255038,-0.0019713758339384
2016,AFRY.ST,0.0092929327868496,0.0128905998376888,0.0035976670508391997
2016,AKRBP.OL,0.0208867998610945,0.0282874580668552,0.007400658205760701
2016,ALFA.ST,-0.0031764153151285,-0.0042041142443229,-0.0010276989291943999
2016,ALIVsdb.ST,-0.0068974669805837,-0.0053075680388725,0.0015898989417111997
2016,ALKb.CO,-0.0323067219254514,-0.0130481122729412,0.0192586096525102
2016,ASPO.HE,0.013019799372016,0.0214656583291914,0.008445858957175399
2016,ASSAb.ST,0.0031470413806797,0.0085186332538213,0.0053715918731416
2016,ATCOa.ST,0.0073634848547958,0.0058913698557399,-0.0014721149990558997
2016,ATEA.OL,0.0029127006155729,-0.0055148857774065,-0.0084275863929794
2016,ATRAV.HE,0.0034881740161013,0.0014347291136804,-0.0020534449024209
2016,ATRLJb.ST,-0.0008016068720446,-0.0008039144875122,-2.307615467599957e-06
2016,AUSS.OL,-0.0002251086845437,0.0025121373582787,0.0027372460428223997
2016,AXFO.ST,0.0201803882051855,0.0099940141252628,-0.0101863740799227
2016,AZN.ST,-0.0062003205153745,-0.0040006891673516,0.0021996313480229
2016,BAKKA.OL,0.0238801460267064,0.0254330262148337,0.0015528801881273015
2016,BAVA.CO,-0.0143682257103046,0.0482565605733512,0.0626247862836558
2016,BEIAb.ST,-0.0090909751938228,-0.0081763503342064,0.0009146248596163999
2016,BEIJb.ST,0.034648176050767,0.0353271502560764,0.0006789742053094003
2016,BETSb.ST,-0.0042774620350442,-0.0061033609827352,-0.0018258989476909997
2016,BILL.ST,-0.0070117170850346,-0.0156233465057669,-0.0086116294207323
2016,BIOGb.ST,0.0193516008626391,0.005644561176193,-0.013707039686446099
2016,BITTI.HE,0.0102099430840726,0.0242757010876006,0.014065758003528
2016,BMAX.ST,0.0293737398667823,0.028178099300418,-0.0011956405663643005
2016,BOL.ST,0.0170962749584119,0.016837709869995,-0.00025856508841690107
2016,BRGB.OL,-0.0319558062255066,-0.0304895077506018,0.0014662984749048043
2016,CARLb.CO,0.0018808860362994,-0.0041378235266125,-0.0060187095629119
2016,CAST.ST,-0.0028943475352962,-0.0072139092003957,-0.0043195616650995
2016,CTY1S.HE,-0.00169675874568,-0.0030472247214428,-0.0013504659757628
2016,DEMANT.CO,0.0092094625257691,0.0102414510597108,0.0010319885339416992
2016,DFDS.CO,-0.0082411244941057,-0.016259255680333,-0.008018131186227299
