Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method1_ObservedQuality_PortfolioNum,Method1_ObservedQuality_Portfolio,Method2_LatentQuality_PortfolioNum,Method2_LatentQuality_Portfolio,Method3_ConservativeQuality_PortfolioNum,Method3_ConservativeQuality_Portfolio,Method4_ProbabilisticQuality_PortfolioNum,Method4_ProbabilisticQuality_Portfolio
AAK.ST,2014,0.1895951002584571,0.1894456431298263,0.1856483403870287,2.268557064422083e-08,1.102194219957524e-09,0.025990705544307,15967.29,3,Q3,3,Q3,3,Q3,,
ABB.ST,2014,-1.2281880363871074,-1.1048612641724809,-1.2633580416367878,0.0,1.0,0.0808379795873562,356410.22,1,Q1,1,Q1,1,Q1,1,Q1
AFRY.ST,2014,0.1632392564334333,0.1638802442756651,0.140364234014506,0.0027292200388483,0.0239866849550822,0.0641228206433201,7950.61,3,Q3,3,Q3,3,Q3,,
AKRBP.OL,2014,-0.5894380926919025,-0.4336366418344948,-0.6710217204238982,0.0,0.9999999999822924,0.131788742426128,9385.18,1,Q1,1,Q1,1,Q1,1,Q1
ALFA.ST,2014,0.3098270411864533,0.3027708787552295,0.2889784646405522,0.5175814571320572,2.502320708260578e-07,0.0610529089384564,65227.58,5,Q5,5,Q5,5,Q5,5,Q5
ALKb.CO,2014,0.2424332816290816,0.2420631873763379,0.2402557924749221,2.382468928840975e-05,3.7502430224252686e-30,0.0192622859456902,6320.38,4,Q4,4,Q4,4,Q4,,
ASPO.HE,2014,0.0707013246340134,0.0752854626564368,0.053026934961681,1.0689795881813069e-07,0.4113657114281316,0.0559796295355772,1557.0,2,Q2,2,Q2,2,Q2,,
ASSAb.ST,2014,0.2571881648419516,0.2545611942781454,0.2444883426569137,0.0962980441425096,1.8832503199710614e-07,0.0471465018094056,112625.29,4,Q4,4,Q4,4,Q4,,
ATCOa.ST,2014,0.4368682848918985,0.42119370457159,0.4129759749686141,0.992516680489063,6.84819199086275e-13,0.0656216982642931,143847.65,5,Q5,5,Q5,5,Q5,5,Q5
ATEA.OL,2014,0.0639153079710141,0.0702467905333995,0.0410026464735376,1.3925685923288356e-06,0.4735731786693787,0.0641787562994822,5579.35,2,Q2,1,Q1,2,Q2,,
ATRAV.HE,2014,0.0183108356102931,0.0211364695644916,0.0110719747827886,0.0,0.9253544784876384,0.0353464140452337,1193.62,1,Q1,1,Q1,1,Q1,1,Q1
ATRLJb.ST,2014,0.0717921611782976,0.0731964137217867,0.066320458356725,0.0,0.3279558972047696,0.0306617313668999,10717.06,2,Q2,2,Q2,2,Q2,,
AUSS.OL,2014,0.122414123968528,0.131293851166196,0.0541527058510055,0.0195425822678917,0.2450834569266567,0.1181038795191361,7196.47,2,Q2,2,Q2,2,Q2,,
AXFO.ST,2014,0.2148464644829631,0.2136095887608145,0.2025997726293672,0.0073362841092043,2.45372891893085e-05,0.0462707076760007,15957.01,3,Q3,3,Q3,4,Q4,,
AZN.ST,2014,0.3350539526995915,0.3294725886892541,0.3211532070973248,0.7507040120980089,6.089358848028903e-12,0.0494019473642017,451324.69,5,Q5,5,Q5,5,Q5,5,Q5
BAKKA.OL,2014,0.3139569860129343,0.2750958772803569,0.2025346398169754,0.5219617872294746,0.0135476596290145,0.1617816657939637,4641.52,5,Q5,4,Q4,4,Q4,5,Q5
BAVA.CO,2014,0.5039213530500432,0.4314490944089004,0.415935834702781,0.9729377666978412,6.775874574981883e-06,0.1382587815115264,2596.36,5,Q5,5,Q5,5,Q5,5,Q5
BEIAb.ST,2014,0.2260852420229372,0.2223338885754121,0.1970260821677687,0.0819057244190492,0.0023452179911009,0.072872505852735,4470.81,4,Q4,4,Q4,4,Q4,,
BEIJb.ST,2014,0.1311043601945667,0.1372382127968882,0.0744973532469733,0.0154075929238708,0.1937781325670107,0.1057094672499898,5168.49,3,Q3,3,Q3,2,Q2,,
BETSb.ST,2014,0.3263665175145019,0.3051119500321459,0.2704035276327428,0.5911039137094818,0.0005353819061079,0.1050079970164387,4516.74,5,Q5,5,Q5,5,Q5,5,Q5
BILL.ST,2014,0.1013927391821173,0.1060116551789528,0.0761026773516088,8.01646546830792e-05,0.2269385317705707,0.0676397263806508,15944.33,2,Q2,2,Q2,2,Q2,,
BIOGb.ST,2014,0.363873819570022,0.3103066948254282,0.2507592261560981,0.6867343620534315,0.0043261193071904,0.1634856330566647,3804.29,5,Q5,5,Q5,4,Q4,5,Q5
BITTI.HE,2014,0.2565374343321692,0.2282783912119234,0.1188390021433469,0.3442850644805366,0.0620517927049476,0.188642071548705,2885.55,4,Q4,4,Q4,3,Q3,,
BMAX.ST,2014,0.222724189984467,0.2182563120198722,0.1857050529114071,0.0994901982953522,0.0070570512732605,0.0831468467073692,2770.51,4,Q4,4,Q4,4,Q4,,
BOL.ST,2014,0.0830839903159723,0.0891695949817838,0.0564405905543617,3.1162137038576176e-05,0.3433812959709538,0.0695516450237391,22336.65,2,Q2,2,Q2,2,Q2,,
BRGB.OL,2014,0.2052801724137931,0.2048703179603913,0.1999629800917174,2.200076685798802e-05,3.739789852263445e-09,0.0302197997639636,3020.0,3,Q3,3,Q3,4,Q4,,
CARLb.CO,2014,0.0996721830272167,0.1019336670219613,0.0875747383710477,1.8674606194757363e-08,0.1497795693094951,0.045979051088964,103273.74,2,Q2,2,Q2,2,Q2,,
CAST.ST,2014,0.1494025434038092,0.1494175203361481,0.1491633452687116,0.0,3.608394310353945e-63,0.0063687366838144,16227.08,3,Q3,3,Q3,3,Q3,,
CTY1S.HE,2014,0.1086032134269175,0.1109015630518649,0.094640939038073,4.735646379483427e-07,0.1178914694018829,0.04951510593792,8328.01,2,Q2,2,Q2,2,Q2,,
DEMANT.CO,2014,0.4300592842370448,0.4172268720502752,0.4099781661740498,0.994035132775943,1.5924385204599443e-14,0.0598581110877581,33383.19,5,Q5,5,Q5,5,Q5,5,Q5
DFDS.CO,2014,0.1597104539270358,0.1605596339871078,0.1366620315733269,0.0022853309656513,0.0285526840929176,0.0643802000093202,7257.95,3,Q3,3,Q3,3,Q3,,
DIGIA.HE,2014,0.1950246108820011,0.1936709876543661,0.1687110745795361,0.0216669289856286,0.0078860855060727,0.0690892419874332,292.35,3,Q3,3,Q3,3,Q3,,
DIOS.ST,2014,0.1145583238215189,0.1156770282208279,0.1070865279831011,3.991573738204579e-11,0.0342882735881121,0.0359212604235391,3211.55,2,Q2,2,Q2,3,Q3,,
DNO.OL,2014,0.3114278821808667,0.2986445558574208,0.2740988811105745,0.5227512791045448,7.831410166071363e-05,0.0835297674461457,24763.36,5,Q5,5,Q5,5,Q5,5,Q5
DSV.CO,2014,0.6351502639927613,0.6290781326483316,0.6298782009994073,1.0,1.0448922284086118e-117,0.030089561960273,35779.34,5,Q5,5,Q5,5,Q5,5,Q5
EAST9.ST,2014,-0.0064038454083808,0.0457373591909047,-0.1217275658962043,0.0035577137242581,0.7167099863168798,0.1657136122215803,1843.6,1,Q1,1,Q1,1,Q1,1,Q1
ELISA.HE,2014,0.2732813936634716,0.2660606221343823,0.2440574445600349,0.2792941207633392,0.0001455627870861,0.0730950750873139,26578.69,4,Q4,4,Q4,4,Q4,,
ELUXb.ST,2014,0.2199969743352443,0.2155716643792521,0.1811351710986701,0.0978494692497981,0.0092566363477219,0.0854081400154677,38113.76,4,Q4,4,Q4,3,Q3,,
EMBLA.CO,2014,0.166005621946194,0.1669108200137735,0.1231161859396219,0.023273655627711,0.0690193276504817,0.0902294523176253,5300.07,3,Q3,3,Q3,3,Q3,,
EQNR.OL,2014,0.3938500678151782,0.3867204745094085,0.3808518566341926,0.9861217596776888,8.670434340665195e-18,0.0477155364150324,468731.12,5,Q5,5,Q5,5,Q5,5,Q5
ERICb.ST,2014,0.3387522448309887,0.3230686381818626,0.300570430878143,0.6784591730479388,1.7002768514393587e-05,0.0845780338322226,243529.93,5,Q5,5,Q5,5,Q5,5,Q5
ETTE.HE,2014,0.1623434080007452,0.1629507538111144,0.1422731058005453,0.001418523824796,0.0181806697525041,0.0598411370711701,526.65,3,Q3,3,Q3,3,Q3,,
EXL1V.HE,2014,0.2732475715410867,0.2700626755403487,0.2603532290617938,0.1890313354797459,2.468981688505071e-08,0.0475181302541318,570.38,4,Q4,4,Q4,4,Q4,,
FIA1S.HE,2014,-0.0053672795688993,0.0280159344641535,-0.0796285007401252,0.0004145825818285,0.7590050547932996,0.1243142212548537,2857.08,1,Q1,1,Q1,1,Q1,1,Q1
FLS.CO,2014,-0.0798508764561836,-0.0671617057509969,-0.0998103541513772,6.661338147750939e-16,0.9980773935381856,0.0596669907899569,17610.76,1,Q1,1,Q1,1,Q1,1,Q1
FORTUM.HE,2014,0.1532767137938073,0.1551042135527621,0.118748455567049,0.0078094368303112,0.0730261954037054,0.0800267051222883,119109.72,3,Q3,3,Q3,3,Q3,,
FSKRS.HE,2014,0.1053869673263817,0.1145905087009599,0.0520800828673923,0.0053943763408157,0.2856202721182848,0.1020924306853193,9917.96,2,Q2,2,Q2,2,Q2,,
GMAB.CO,2014,0.8430667824011284,0.5127773054773619,0.6454717551745519,0.9997721836652048,1.496667637632776e-07,0.2572479476752289,12266.55,5,Q5,5,Q5,5,Q5,5,Q5
GN.CO,2014,0.290364589888819,0.2676536134188427,0.2119946771469036,0.4287347465059647,0.0084232725767444,0.1285200393154705,25810.93,4,Q4,4,Q4,4,Q4,,
GSFG.OL,2014,0.1159418117875089,0.1245448344722288,0.057123721719957,0.0107119917213699,0.2527993234316481,0.1081028051097399,2735.72,2,Q2,2,Q2,2,Q2,,
HEX.OL,2014,0.3585035574936879,0.3377771934367645,0.3134598997692683,0.7572514641049406,2.185494549922563e-05,0.0927478512961501,2989.4,5,Q5,5,Q5,5,Q5,5,Q5
HHDC.CO,2014,-0.0070611151692228,-0.0033951651686415,-0.0151399480605555,0.0,0.9856123755995692,0.0373808743125175,523.14,1,Q1,1,Q1,1,Q1,1,Q1
HIAB.HE,2014,0.1069087031740441,0.1072745943712559,0.1047417134196513,0.0,0.0018450996622466,0.0192155368938182,7187.02,2,Q2,2,Q2,3,Q3,,
HKFOODS.HE,2014,-0.1012057660954523,-0.0943515224008027,-0.1111519378616121,0.0,0.9999988090386424,0.0415757610299417,1448.14,1,Q1,1,Q1,1,Q1,1,Q1
HMb.ST,2014,0.378875400087119,0.3479831279341582,0.3184290249078803,0.8004564085405798,8.189758632910818e-05,0.1098513625482942,379079.44,5,Q5,5,Q5,5,Q5,5,Q5
HUH1V.HE,2014,0.1140362119067132,0.1156735276679846,0.1031951367898916,3.123620928580095e-08,0.0671519535236579,0.0434557431930446,16733.76,2,Q2,2,Q2,3,Q3,,
JBTM.IC,2014,0.3727472668261016,0.3656168172769845,0.3583640739692028,0.942943125626585,1.7527404218208562e-14,0.0502833469110757,5152.3,5,Q5,5,Q5,5,Q5,5,Q5
JM.ST,2014,0.302224053503039,0.2960122780005415,0.2827782670863404,0.4550027677363264,2.2606351011707335e-07,0.0588544073239183,13652.58,4,Q4,4,Q4,5,Q5,,
KCRA.HE,2014,0.1545329207059271,0.1552547027679045,0.1400355608107501,0.0001074559530226,0.0114922111563035,0.0504899899501897,13321.22,3,Q3,3,Q3,3,Q3,,
KEMIRA.HE,2014,0.050672756120978,0.0585556415093546,0.0251978730803739,1.395512711277469e-06,0.5708743337249026,0.0679031822295095,15750.38,1,Q1,1,Q1,1,Q1,1,Q1
KESKOB.HE,2014,0.0915190485828206,0.0980314821272706,0.0601068528553354,0.000193421468196,0.3050625829146653,0.0760069261319693,22308.72,2,Q2,2,Q2,2,Q2,,
KNEBV.HE,2014,0.5712039521860042,0.5441305877619058,0.5439092396641548,0.9999982825850916,1.158489684651965e-19,0.070458109733131,122046.42,5,Q5,5,Q5,5,Q5,5,Q5
KNOW.ST,2014,0.1035450277882697,0.1095175352028446,0.0698509464541681,0.0006061961701956,0.2473035775412611,0.078964037189209,958.79,2,Q2,2,Q2,2,Q2,,
KOG.OL,2014,0.3521105603124531,0.3276975109936119,0.2971456459293549,0.7095424032109195,0.0001470803241875,0.1039167727022456,13817.83,5,Q5,5,Q5,5,Q5,5,Q5
LIAB.ST,2014,0.0806934977434143,0.0821626689975484,0.0744253197739608,0.0,0.2285869927664971,0.0328507208233708,4702.92,2,Q2,2,Q2,2,Q2,,
LOOMIS.ST,2014,0.2315295784048729,0.2257777611929391,0.1912237928695984,0.1349415276310452,0.0065728311707864,0.0871548321938614,10326.79,4,Q4,4,Q4,4,Q4,,
LSG.OL,2014,0.1583014856370752,0.1597777974287576,0.1217280868834938,0.0115232232991878,0.068262301294699,0.0825940584361322,9660.19,3,Q3,3,Q3,3,Q3,,
LUOTEA.HE,2014,0.3737139158282042,0.3700371488704077,0.3663333002125468,0.9874013435091592,1.3141945955689002e-26,0.035697263696387,4927.04,5,Q5,5,Q5,5,Q5,5,Q5
MAERSKb.CO,2014,0.2742431938132108,0.2676857565201781,0.2479596732338867,0.2744110233126533,6.211417076976883e-05,0.0690470528750224,235735.32,4,Q4,4,Q4,4,Q4,,
MEDIVIR.ST,2014,0.2764461369972123,0.2238007192435221,0.0699902008397115,0.4208176206206906,0.0832732303691172,0.2689046187591337,2436.91,4,Q4,4,Q4,2,Q2,,
MEKKO.HE,2014,0.2109847138286525,0.2080971215989862,0.1793718595164444,0.0568110042306004,0.0068741595397207,0.076270066223513,637.78,3,Q3,3,Q3,3,Q3,,
MEKO.ST,2014,0.125266448770783,0.1282031184745045,0.1013820205310528,0.0002969366866367,0.1111807387313682,0.0656101861498675,6699.43,2,Q2,2,Q2,2,Q2,,
METSB.HE,2014,-0.3400540651181176,-0.2931673884526378,-0.3765061614305395,0.0,0.99999999948714,0.0824432178775168,7982.5,1,Q1,1,Q1,1,Q1,1,Q1
METSO.HE,2014,0.2630576720653363,0.2503035525764056,0.2054834278394904,0.2943410614233097,0.0070001222762316,0.1067592253270166,11619.59,4,Q4,4,Q4,4,Q4,,
MOWI.OL,2014,0.1541572098884762,0.1582980024554678,0.0725273028754734,0.0589746301089008,0.1699499504925433,0.1318356974726166,30306.4,3,Q3,3,Q3,2,Q2,,
MYCR.ST,2014,0.1790198202791409,0.1788108279739443,0.1607354561317308,0.0028173670750919,0.0053611248684052,0.0569828882803902,994.52,3,Q3,3,Q3,3,Q3,,
NCCb.ST,2014,0.2632423913389822,0.2488015830400727,0.1981897606247913,0.3062147709457318,0.0103390144587378,0.1147410048304819,13987.68,4,Q4,4,Q4,4,Q4,,
NESTE.HE,2014,0.1774345176082624,0.1771694411127554,0.1419340917517003,0.022151381383254,0.0354022764940325,0.0812536298163332,30721.87,3,Q3,3,Q3,3,Q3,,
NEWAb.ST,2014,0.0939958320508226,0.1018589342142699,0.0549011786454384,0.0008313013648849,0.3108246272464426,0.0856912598695816,1446.03,2,Q2,2,Q2,2,Q2,,
NHY.OL,2014,0.0126753826530612,0.0151564378634678,0.0065407013054616,0.0,0.9621212553326144,0.0324935106990512,56007.78,1,Q1,1,Q1,1,Q1,1,Q1
NIBEb.ST,2014,0.168529810298103,0.1687776111562999,0.1517807536310541,0.0008790733351512,0.0075471777259906,0.0544287126029181,13282.06,3,Q3,3,Q3,3,Q3,,
NKT.CO,2014,0.0547359249689445,0.0561876731170502,0.0498851165140619,0.0,0.5946425475858642,0.0288470240404514,3401.5,1,Q1,1,Q1,2,Q2,1,Q1
NMAN.ST,2014,0.2394843613579169,0.2375027076141115,0.2272964290819623,0.0361893675972112,1.1834339523162384e-06,0.0461560737937511,2097.82,4,Q4,4,Q4,4,Q4,,
NOBI.ST,2014,0.0564777123633305,0.0581049190320594,0.0509603578133685,0.0,0.5621117404082657,0.0307911562751712,6434.25,1,Q1,1,Q1,2,Q2,1,Q1
NOD.OL,2014,0.4605381892223328,0.357233228170799,0.3161013870292706,0.8791752152293837,0.0010931440669246,0.1957331015320374,4527.3,5,Q5,5,Q5,5,Q5,5,Q5
NOHOP.HE,2014,0.0526405018224969,0.0585445903347696,0.0332522064976788,4.91446957573416e-08,0.564975185248914,0.0587629034178939,520.41,1,Q1,1,Q1,1,Q1,1,Q1
NOKIA.HE,2014,0.3982220615133004,0.3711136488615853,0.3497653541801753,0.8844637648570131,3.993998512818427e-06,0.096663395025529,170290.86,5,Q5,5,Q5,5,Q5,5,Q5
NOLAb.ST,2014,0.4262415087804917,0.41021086742634,0.4007752016113823,0.9847289147955134,1.2722931145608612e-11,0.0678909745157584,3251.27,5,Q5,5,Q5,5,Q5,5,Q5
NOVOb.CO,2014,0.9329576151949208,0.9260294714254772,0.9293040600732068,1.0,0.0,0.0249974006436165,491745.4,5,Q5,5,Q5,5,Q5,5,Q5
