Method,Method1_ObservedQuality,Method1_ObservedQuality,Method1_ObservedQuality,Method1_ObservedQuality,Method1_ObservedQuality,Method2_LatentQuality,Method2_LatentQuality,Method2_LatentQuality,Method2_LatentQuality,Method2_LatentQuality,Method3_ConservativeQuality,Method3_ConservativeQuality,Method3_ConservativeQuality,Method3_ConservativeQuality,Method3_ConservativeQuality,Method4_ProbabilisticQuality,Method4_ProbabilisticQuality
Portfolio,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q1,Q5
Date,,,,,,,,,,,,,,,,,
2010-07-31,0.08770062843410154,0.0600193811280879,0.0466900487004974,-0.00908146365624625,0.02739070495371062,0.06331055134842234,0.09679300872488295,0.0466900487004974,0.02304052605113242,0.016490178772520972,0.08824991258972865,0.05838165224902952,0.03429168858194265,0.04537412731333642,0.01647637069934331,0.08823311161186694,0.027038915466732538
2010-08-31,0.0058043394285842214,-0.02800475826255667,-0.019641193601478594,-0.041995313526474294,0.011519245127638142,-0.007935029633068278,-0.021050958816700282,-0.019641193601478594,-0.025505615867481218,0.002929558471979859,0.005986430845406327,-0.024833000347307843,-0.022622333712803075,-0.022958994977360033,0.002884910753925307,0.006049006898822668,0.011634625963225318
2010-09-30,0.0522144872979987,0.13249162420960692,0.048923783979907716,0.09638292326921713,0.04522102809244822,0.09372991863911229,0.09321561923045545,0.048923783979907716,0.11161768206868891,0.04599280158032098,0.052541697554257624,0.13380021660480648,0.05716315806191621,0.08691567130353046,0.0459346124862705,0.052530001958407735,0.04515819216257193
2010-10-31,-0.010497813549603231,-0.004406485593221326,0.02895992250018226,0.0337186509009837,0.03276184667108816,-0.027100881029720796,0.03874355580620212,0.02895992250018226,0.048269073765275165,0.02935194046243022,-0.010360791820302027,-0.007712124146230005,0.03130721387993129,0.043841805251414324,0.02934599694631841,-0.010398035746790407,0.032569972133456235
2010-11-30,-0.03404767571715103,0.05499109600928856,-0.014100905497676652,0.015787391979602366,-0.006148088065150958,0.028292162107320253,-0.018076887379995354,-0.014100905497676652,0.022028291003951362,-0.005919087764245583,-0.03413395216965335,0.05695026021036643,-0.008583953299229367,0.007086104622231689,-0.005904268504270481,-0.03409986960816008,-0.006011810611123541
2010-12-31,0.07717601357817037,0.09353438583036862,0.023334362563582844,0.06940776567890368,0.030667068333880422,0.09386370020804644,0.06939166690466722,0.023334362563582844,0.0714483251304268,0.033257026843799685,0.07674929077624322,0.09444749203273473,0.01796308546029285,0.06962813511349862,0.03327848029525794,0.07681032297925741,0.030736602949358174
2011-01-31,0.03657676067886919,-0.0018892470857611843,0.01615705700551963,0.017060738069943904,0.0008110841054731542,0.014248141693332064,0.016518635498822182,0.01615705700551963,0.008448044572172124,0.004416947879774299,0.03706020672259079,-0.004593814290139843,0.02956095420741698,-0.004087961437542411,0.004428891589384027,0.037102778303239756,0.0008382135391942355
2011-02-28,-0.014713542044528986,-0.030233151866996044,-0.015370029645464257,-0.015173973853133644,-0.009808091327085725,-0.02409754417771479,-0.021449070861063586,-0.015370029645464257,-0.02284827309693096,-0.008207795109057373,-0.014839355758147446,-0.027500024152663012,-0.02547022959878186,-0.012087117642686936,-0.008161766784269397,-0.014684373781090597,-0.009673087324978819
2011-03-31,-0.0040216430800846,0.00414500088174345,0.01218899013793364,0.025114748630075602,0.009163776682013843,-0.004436796283539454,0.011419263091406758,0.01218899013793364,0.03474616463588194,0.007990459495603293,-0.0050189891121895334,0.0065104902205450664,0.015826096923792776,0.025220669587058087,0.007939558672732275,-0.005048748454064316,0.009177486451872009
2011-04-30,0.040791652210106465,0.04990297026377218,-0.010814028908607647,0.03418866506859903,0.017389107120742472,0.055142705466031644,0.0259376615256193,-0.010814028908607647,-0.0018482377263803265,0.028727949781013,0.040818272536797366,0.059763070386210274,-0.018697469942098945,-0.0020844399552555934,0.02870312809717933,0.04083622606317207,0.017445365457352875
2011-05-31,-0.015732532168527935,-0.04298711646570056,-0.020307623505328845,-0.010485690072241816,0.001919601651751156,-0.032283430693495985,-0.027606759536964925,-0.020307623505328845,-0.013272894081947477,0.001465830931990893,-0.015581371676584223,-0.04364101841788546,-0.030492469426507626,-0.0023842630510243316,0.0014065822537185002,-0.015535486458127995,0.0020503552494497276
2011-06-30,-0.062437207619982615,-0.0505847393626313,-0.06667444794842887,-0.06478763955306183,-0.035234977022056815,-0.05841490964288235,-0.050202434662356306,-0.06667444794842887,-0.0780771231402416,-0.0346448737800303,-0.06243261887181018,-0.048104178706157574,-0.07447844384325672,-0.06972215289794259,-0.034648018032005776,-0.0625435958365684,-0.03512127880056852
2011-07-31,-0.07698465771379456,-0.044745431162686373,-0.006045680892576027,-0.07077136213682039,-0.03776112398847075,-0.07653091569011565,-0.04479948147765854,-0.01247059667067824,-0.06840164109572903,-0.03638414686471773,-0.06916747264949913,-0.05738529328703734,-0.020338187016962633,-0.06619821873305505,-0.036288345707942385,-0.07699556277756368,-0.03636722992941879
2011-08-31,-0.14112415497661945,-0.12882649570890023,-0.06707947826447383,-0.08723067240664897,-0.0651694141273645,-0.1449872028424111,-0.12341958346204088,-0.0701305871103912,-0.08680124489445333,-0.06393760538670151,-0.14023073529218832,-0.13173132969798484,-0.06726736572024591,-0.08886944725846299,-0.06379013007357918,-0.1411244229113297,-0.06397816516292908
2011-09-30,-0.12269043568016955,-0.08772254563111856,-0.03025486529952428,-0.04921545388977758,-0.028772172600307774,-0.12095310343626099,-0.08959340526883325,-0.029109361310583528,-0.05244809863832627,-0.026517757276885122,-0.1293351932706161,-0.08477928135581501,-0.03328431047046107,-0.05177791142444824,-0.026139450601573067,-0.12271951692446402,-0.026488175300944522
2011-10-31,0.0539759801526845,0.09905339845390693,0.0483464943349419,0.05614879843254187,0.08465048919174292,0.0535240944138524,0.10024902691795957,0.05125337853090966,0.057312420473898756,0.08390676764190541,0.06206310174797547,0.08793580989586028,0.049652475301756135,0.058034462997610274,0.083990967386417,0.053994243391443784,0.08391551418532477
2011-11-30,0.0227398571809326,-0.014061281230895764,-0.011126677770270989,0.0009369048584231742,0.012420191767475379,0.02180522291239271,-0.013393844850382832,-0.01002199912140419,-0.0005889984042591836,0.013185271407065716,0.019532248640951554,-0.0010983986312683323,-0.013310315019032985,-0.0007669171732222445,0.013183912455852303,0.022767155018676398,0.013186855805793138
2011-12-31,0.02041886836238117,-0.0004924376002967277,0.015200241546662384,0.01093622515216456,0.021571681767651153,0.020500741904976326,-0.0008513316969316238,0.01796235126716872,0.011036962309964331,0.021160487530075912,0.02408810184867298,-0.002290814853280749,0.017742615549427215,0.01049795732592387,0.02135336824314301,0.020455807829070406,0.021191047357024
2012-01-31,0.09178234614749232,0.09129828169920115,0.008689754235435512,0.03740417888385704,0.015645811553130235,0.09137701065222512,0.09182179053531508,0.007738196685313661,0.039822082239300935,0.013884609789871116,0.08834749257137481,0.09939890811385722,0.009722043178366342,0.03896078882640673,0.013821646562618152,0.09176229495561603,0.013871258847879538
2012-02-29,-0.03673407984702585,0.041425016597812066,0.04472148608092667,0.04044683412957882,0.047665675026485256,-0.03539002070730053,0.04061275812069053,0.04512951988605856,0.03956011979819178,0.04827223931271372,-0.04272867548753734,0.03767717012763664,0.04466826047483548,0.040489457977436846,0.048287425150685424,-0.0367321925645327,0.04829273493539689
2012-03-31,0.02588732150641862,0.020992122440414027,0.009489014367704244,0.0046628048439950704,0.004153244561663743,0.027001482309723355,0.019585233655033014,0.00649415580161512,0.004897268186077873,0.004724390338332081,0.02811190060875061,0.02038823186413089,0.005682530893399346,0.004743480624167202,0.004883319764029947,0.025858345090979774,0.00470325386607063
2012-04-30,-0.04199488751278162,-0.03671789307091383,0.001233282381553333,0.007929656422979887,-0.007260380188370927,-0.04033396345100834,-0.03879513743682438,0.003474319764914755,0.007111409595582434,-0.007742473995582325,-0.04669103739941584,-0.030344563899290213,0.0008166785666791211,0.007534368574111395,-0.007794015886309997,-0.04196666544635582,-0.007721443410276895
2012-05-31,-0.10544706559547481,-0.07252338063780266,-0.07613471282792247,-0.09302429363304891,-0.06470420928324028,-0.10760901210018345,-0.06921944533846414,-0.07114432606458257,-0.0958202424705965,-0.06348968616081482,-0.10096673113535792,-0.07524265248780726,-0.07263615501161357,-0.09666723586253304,-0.0635335338637264,-0.10543777985531798,-0.0634636879077049
