Source,Ticker,Month,Currency,LocalValue,FXRate_EoM,NOKValue,ExDate,DPS_UNADJUSTED,AdjustmentFactor,DPS_LOCAL,InstrumentCurrency,AdjustmentBasis,FXRate,FXDate,FXSource,DPS_NOK
market_cap,MGN.OL,2015-03,NOK,978490181.399996,1.0,978490181.399996,,,,,,,,,,
market_cap,MGN.OL,2026-03,NOK,1551012029.15072,1.0,1551012029.15072,,,,,,,,,,
market_cap,MOWI.OL,2015-03,NOK,41655427092.6,1.0,41655427092.6,,,,,,,,,,
market_cap,MOWI.OL,2026-03,NOK,115793014881.6,1.0,115793014881.6,,,,,,,,,,
market_cap,MPCC.OL,2026-03,NOK,10147425380.73,1.0,10147425380.73,,,,,,,,,,
market_cap,MULTI.OL,2026-03,NOK,4511010493.0,1.0,4511010493.0,,,,,,,,,,
market_cap,NAPA.OL,2015-03,NOK,116434460.0,1.0,116434460.0,,,,,,,,,,
market_cap,NAPA.OL,2026-03,NOK,3207508680.6,1.0,3207508680.6,,,,,,,,,,
market_cap,NAS.OL,2015-03,NOK,8438913359.99994,1.0,8438913359.99994,,,,,,,,,,
market_cap,NAS.OL,2026-03,NOK,15005497428.18,1.0,15005497428.18,,,,,,,,,,
market_cap,NAVA.OL,2015-03,NOK,83908099.8,1.0,83908099.8,,,,,,,,,,
market_cap,NAVA.OL,2026-03,NOK,474831284.4,1.0,474831284.4,,,,,,,,,,
market_cap,NEL.OL,2015-03,NOK,474725633.76,1.0,474725633.76,,,,,,,,,,
market_cap,NEL.OL,2026-03,NOK,3882822945.408,1.0,3882822945.408,,,,,,,,,,
market_cap,NEXT.OL,2015-03,NOK,552302052.0,1.0,552302052.0,,,,,,,,,,
market_cap,NEXT.OL,2026-03,NOK,62327416.84,1.0,62327416.84,,,,,,,,,,
market_cap,NHY.OL,2015-03,NOK,87704836919.6395,1.0,87704836919.6395,,,,,,,,,,
market_cap,NHY.OL,2026-03,NOK,202795136440.0,1.0,202795136440.0,,,,,,,,,,
market_cap,NKR.OL,2015-03,NOK,433028300.0,1.0,433028300.0,,,,,,,,,,
market_cap,NKR.OL,2026-03,NOK,1421433162.93333,1.0,1421433162.93333,,,,,,,,,,
market_cap,NOD.OL,2015-03,NOK,8458051049.99996,1.0,8458051049.99996,,,,,,,,,,
market_cap,NOD.OL,2026-03,NOK,30566584800.0,1.0,30566584800.0,,,,,,,,,,
market_cap,NOL.OL,2026-03,NOK,2741067143.68,1.0,2741067143.68,,,,,,,,,,
market_cap,NOM.OL,2015-03,NOK,280739372.55,1.0,280739372.55,,,,,,,,,,
market_cap,NOM.OL,2026-03,NOK,1595508848.9792,1.0,1595508848.9792,,,,,,,,,,
market_cap,NORBT.OL,2026-03,NOK,12125941943.4013,1.0,12125941943.4013,,,,,,,,,,
market_cap,NORCO.OL,2026-03,NOK,12984126485.3706,1.0,12984126485.3706,,,,,,,,,,
market_cap,NRC.OL,2015-03,NOK,104734749.6,1.0,104734749.6,,,,,,,,,,
market_cap,NRC.OL,2026-03,NOK,1312725026.91,1.0,1312725026.91,,,,,,,,,,
market_cap,NSKOG.OL,2026-03,NOK,3266272047.5,1.0,3266272047.5,,,,,,,,,,
market_cap,NYKD.OL,2026-03,NOK,1055818389.04032,1.0,1055818389.04032,,,,,,,,,,
market_cap,ODF.OL,2015-03,NOK,1838130066.8,1.0,1838130066.8,,,,,,,,,,
market_cap,ODF.OL,2026-03,NOK,9412410047.2,1.0,9412410047.2,,,,,,,,,,
market_cap,ODLO.OL,2015-03,NOK,1300000000.0,1.0,1300000000.0,,,,,,,,,,
market_cap,ODLO.OL,2026-03,NOK,24239107534.9129,1.0,24239107534.9129,,,,,,,,,,
market_cap,OET.OL,2026-03,NOK,19447317640.1173,1.0,19447317640.1173,,,,,,,,,,
market_cap,OKEA.OL,2026-03,NOK,4305610260.99532,1.0,4305610260.99532,,,,,,,,,,
market_cap,ONCIN.OL,2026-03,NOK,210283835.46,1.0,210283835.46,,,,,,,,,,
market_cap,ORK.OL,2015-03,NOK,62103842621.5,1.0,62103842621.5,,,,,,,,,,
market_cap,ORK.OL,2026-03,NOK,121247417849.53,1.0,121247417849.53,,,,,,,,,,
market_cap,OTEC.OL,2015-03,NOK,9272304441.74996,1.0,9272304441.74996,,,,,,,,,,
market_cap,OTEC.OL,2026-03,NOK,1306722273.24104,1.0,1306722273.24104,,,,,,,,,,
market_cap,OTL.OL,2026-03,NOK,2908486997.9,1.0,2908486997.9,,,,,,,,,,
market_cap,OTOVO.OL,2026-03,NOK,798776563.9,1.0,798776563.9,,,,,,,,,,
market_cap,PCIB.OL,2015-03,NOK,191443070.0,1.0,191443070.0,,,,,,,,,,
market_cap,PCIB.OL,2026-03,NOK,6214843.935,1.0,6214843.935,,,,,,,,,,
market_cap,PENR.OL,2015-03,NOK,260345822.46,1.0,260345822.46,,,,,,,,,,
market_cap,PENR.OL,2026-03,NOK,4617164026.2,1.0,4617164026.2,,,,,,,,,,
market_cap,PEXIP.OL,2026-03,NOK,6359766963.9,1.0,6359766963.9,,,,,,,,,,
market_cap,PHO.OL,2015-03,NOK,652495680.5,1.0,652495680.5,,,,,,,,,,
market_cap,PHO.OL,2026-03,NOK,1599994212.41366,1.0,1599994212.41366,,,,,,,,,,
market_cap,PLT.OL,2026-03,NOK,1122667764.10304,1.0,1122667764.10304,,,,,,,,,,
market_cap,PNOR.OL,2026-03,NOK,1921817542.5,1.0,1921817542.5,,,,,,,,,,
market_cap,POL.OL,2015-03,NOK,880682057.999999,1.0,880682057.999999,,,,,,,,,,
market_cap,POL.OL,2026-03,NOK,2989592493.0,1.0,2989592493.0,,,,,,,,,,
market_cap,PRSO.OL,2015-03,NOK,5238601909.79999,1.0,5238601909.79999,,,,,,,,,,
market_cap,PRSO.OL,2026-03,NOK,1238059456.98514,1.0,1238059456.98514,,,,,,,,,,
market_cap,PSE.OL,2015-03,NOK,179756722.2,1.0,179756722.2,,,,,,,,,,
market_cap,PSE.OL,2026-03,NOK,367097288.773292,1.0,367097288.773292,,,,,,,,,,
market_cap,QEC.OL,2015-03,NOK,504889607.47636,1.0,504889607.47636,,,,,,,,,,
market_cap,QEC.OL,2026-03,NOK,880259456.196464,1.0,880259456.196464,,,,,,,,,,
market_cap,REACH.OL,2015-03,NOK,220336677.849999,1.0,220336677.849999,,,,,,,,,,
market_cap,REACH.OL,2026-03,NOK,2286375098.59094,1.0,2286375098.59094,,,,,,,,,,
market_cap,RECSI.OL,2015-03,NOK,5437474144.75,1.0,5437474144.75,,,,,,,,,,
market_cap,RECSI.OL,2026-03,NOK,1237122056.225,1.0,1237122056.225,,,,,,,,,,
market_cap,SALM.OL,2015-03,NOK,13142799884.0,1.0,13142799884.0,,,,,,,,,,
market_cap,SALM.OL,2026-03,NOK,76612258105.0,1.0,76612258105.0,,,,,,,,,,
market_cap,SALME.OL,2026-03,NOK,2229747934.92,1.0,2229747934.92,,,,,,,,,,
market_cap,SATSS.OL,2026-03,NOK,8707943637.0,1.0,8707943637.0,,,,,,,,,,
market_cap,SCANA.OL,2015-03,NOK,56338725.7499999,1.0,56338725.7499999,,,,,,,,,,
market_cap,SCANA.OL,2026-03,NOK,643324694.363427,1.0,643324694.363427,,,,,,,,,,
market_cap,SCATC.OL,2015-03,NOK,3377384280.0,1.0,3377384280.0,,,,,,,,,,
market_cap,SCATC.OL,2026-03,NOK,20885196115.0,1.0,20885196115.0,,,,,,,,,,
market_cap,SMCRT.OL,2026-03,NOK,3138858181.5,1.0,3138858181.5,,,,,,,,,,
market_cap,SMOP.OL,2026-03,NOK,4252801736.99171,1.0,4252801736.99171,,,,,,,,,,
market_cap,SNI.OL,2015-03,NOK,7952590704.0,1.0,7952590704.0,,,,,,,,,,
market_cap,SNI.OL,2026-03,NOK,19517685966.0,1.0,19517685966.0,,,,,,,,,,
market_cap,SOFF.OL,2015-03,NOK,1856994096.0,1.0,1856994096.0,,,,,,,,,,
market_cap,SOFF.OL,2026-03,NOK,5665459564.8,1.0,5665459564.8,,,,,,,,,,
market_cap,STRO.OL,2015-03,NOK,381633943.999999,1.0,381633943.999999,,,,,,,,,,
market_cap,STRO.OL,2026-03,NOK,468903918.894169,1.0,468903918.894169,,,,,,,,,,
market_cap,SUBC.OL,2015-03,NOK,23035786096.4499,1.0,23035786096.4499,,,,,,,,,,
market_cap,SUBC.OL,2026-03,NOK,89999840000.0,1.0,89999840000.0,,,,,,,,,,
market_cap,SWON.OL,2026-03,NOK,18627897504.7031,1.0,18627897504.7031,,,,,,,,,,
market_cap,TECH.OL,2015-03,NOK,116864871.05,1.0,116864871.05,,,,,,,,,,
market_cap,TECH.OL,2026-03,NOK,364551854.253533,1.0,364551854.253533,,,,,,,,,,
market_cap,TEKNA.OL,2026-03,NOK,796117815.5,1.0,796117815.5,,,,,,,,,,
market_cap,TEL.OL,2015-03,NOK,244587513087.0,1.0,244587513087.0,,,,,,,,,,
market_cap,TEL.OL,2026-03,NOK,233030003126.7,1.0,233030003126.7,,,,,,,,,,
market_cap,TGS.OL,2015-03,NOK,18449350694.3999,1.0,18449350694.3999,,,,,,,,,,
market_cap,TGS.OL,2026-03,NOK,25951166472.0,1.0,25951166472.0,,,,,,,,,,
market_cap,TOM.OL,2015-03,NOK,10028360284.5,1.0,10028360284.5,,,,,,,,,,
market_cap,TOM.OL,2026-03,NOK,34192638018.0,1.0,34192638018.0,,,,,,,,,,
market_cap,TRMED.OL,2015-03,NOK,1590008470.7,1.0,1590008470.7,,,,,,,,,,
market_cap,TRMED.OL,2026-03,NOK,1642908513.63385,1.0,1642908513.63385,,,,,,,,,,
market_cap,VAR.OL,2026-03,NOK,126168371672.84,1.0,126168371672.84,,,,,,,,,,
market_cap,VEI.OL,2015-03,NOK,12635117019.0,1.0,12635117019.0,,,,,,,,,,
market_cap,VEI.OL,2026-03,NOK,25295010107.8046,1.0,25295010107.8046,,,,,,,,,,
market_cap,VEND.OL,2015-03,NOK,50459288928.0,1.0,50459288928.0,,,,,,,,,,
market_cap,VEND.OL,2026-03,NOK,52283281563.6,1.0,52283281563.6,,,,,,,,,,
market_cap,VISTN.OL,2026-03,NOK,953408728.0,1.0,953408728.0,,,,,,,,,,
market_cap,VOW.OL,2015-03,NOK,150898729.5,1.0,150898729.5,,,,,,,,,,
market_cap,VOW.OL,2026-03,NOK,681311676.519829,1.0,681311676.519829,,,,,,,,,,
market_cap,WAWI.OL,2015-03,NOK,10538000000.0,1.0,10538000000.0,,,,,,,,,,
market_cap,WAWI.OL,2026-03,NOK,51534181448.4,1.0,51534181448.4,,,,,,,,,,
market_cap,WSTEP.OL,2026-03,NOK,498921723.6,1.0,498921723.6,,,,,,,,,,
market_cap,WWI.OL,2015-03,NOK,7329804093.99999,1.0,7329804093.99999,,,,,,,,,,
market_cap,WWI.OL,2026-03,NOK,29900838461.0,1.0,29900838461.0,,,,,,,,,,
market_cap,YAR.OL,2015-03,NOK,113253387749.999,1.0,113253387749.999,,,,,,,,,,
market_cap,YAR.OL,2026-03,NOK,143665253628.0,1.0,143665253628.0,,,,,,,,,,
market_cap,ZAL.OL,2015-03,NOK,594764579.3,1.0,594764579.3,,,,,,,,,,
market_cap,ZAL.OL,2026-03,NOK,2169257342.0,1.0,2169257342.0,,,,,,,,,,
market_cap,ZAP.OL,2026-03,NOK,2464101350.12455,1.0,2464101350.12455,,,,,,,,,,
market_cap,ZLNA.OL,2026-03,NOK,490809853.303604,1.0,490809853.303604,,,,,,,,,,
dividends_sample,20202.OL,,USD,,,,2019-11-11,0.055,1.0,0.055,NOK,missing_adjustment_factor_default_1,9.1396,2019-11-11,ex_date_or_prior_business_day,0.502678
dividends_sample,20202.OL,,USD,,,,2019-12-06,0.08,1.0,0.08,NOK,missing_adjustment_factor_default_1,9.1252,2019-12-06,ex_date_or_prior_business_day,0.730016
dividends_sample,20202.OL,,USD,,,,2020-01-14,0.04,1.0,0.04,NOK,missing_adjustment_factor_default_1,8.8997,2020-01-14,ex_date_or_prior_business_day,0.35598799999999997
dividends_sample,20202.OL,,USD,,,,2020-02-13,0.03,1.0,0.03,NOK,missing_adjustment_factor_default_1,9.2404,2020-02-13,ex_date_or_prior_business_day,0.27721199999999996
dividends_sample,20202.OL,,USD,,,,2020-08-17,0.01,1.0,0.01,NOK,missing_adjustment_factor_default_1,8.8686,2020-08-17,ex_date_or_prior_business_day,0.08868600000000001
dividends_sample,20202.OL,,USD,,,,2020-09-11,0.03,1.0,0.03,NOK,missing_adjustment_factor_default_1,9.0289,2020-09-11,ex_date_or_prior_business_day,0.27086699999999997
dividends_sample,20202.OL,,USD,,,,2020-10-12,0.06,0.990954,0.0594572399999999,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,9.147,2020-10-12,ex_date_or_prior_business_day,0.5438553742799991
dividends_sample,20202.OL,,USD,,,,2020-11-16,0.07,1.0,0.07,NOK,missing_adjustment_factor_default_1,9.071,2020-11-16,ex_date_or_prior_business_day,0.63497
dividends_sample,20202.OL,,USD,,,,2020-12-17,0.04,1.0,0.04,NOK,missing_adjustment_factor_default_1,8.5755,2020-12-17,ex_date_or_prior_business_day,0.34302
dividends_sample,20202.OL,,USD,,,,2021-01-21,0.06,1.0,0.06,NOK,missing_adjustment_factor_default_1,8.4317,2021-01-21,ex_date_or_prior_business_day,0.505902
dividends_sample,20202.OL,,USD,,,,2021-02-19,0.13,1.0,0.13,NOK,missing_adjustment_factor_default_1,8.4105,2021-02-19,ex_date_or_prior_business_day,1.0933650000000001
dividends_sample,20202.OL,,USD,,,,2021-03-23,0.03,1.0,0.03,NOK,missing_adjustment_factor_default_1,8.5654,2021-03-23,ex_date_or_prior_business_day,0.256962
dividends_sample,20202.OL,,USD,,,,2021-04-21,0.1,1.0,0.1,NOK,missing_adjustment_factor_default_1,8.3637,2021-04-21,ex_date_or_prior_business_day,0.8363700000000001
dividends_sample,20202.OL,,USD,,,,2021-05-20,0.21,1.0,0.21,NOK,missing_adjustment_factor_default_1,8.3402,2021-05-20,ex_date_or_prior_business_day,1.7514419999999997
dividends_sample,20202.OL,,USD,,,,2021-06-17,0.3,1.0,0.3,NOK,missing_adjustment_factor_default_1,8.5426,2021-06-17,ex_date_or_prior_business_day,2.56278
dividends_sample,20202.OL,,USD,,,,2021-07-19,0.24,1.0,0.24,NOK,missing_adjustment_factor_default_1,8.9563,2021-07-19,ex_date_or_prior_business_day,2.149512
dividends_sample,20202.OL,,USD,,,,2021-08-20,0.26,1.0,0.26,NOK,missing_adjustment_factor_default_1,9.0823,2021-08-20,ex_date_or_prior_business_day,2.361398
dividends_sample,20202.OL,,USD,,,,2021-09-17,0.32,1.0,0.32,NOK,missing_adjustment_factor_default_1,8.5915,2021-09-17,ex_date_or_prior_business_day,2.74928
dividends_sample,20202.OL,,USD,,,,2021-10-19,0.39,1.0,0.39,NOK,missing_adjustment_factor_default_1,8.3518,2021-10-19,ex_date_or_prior_business_day,3.2572020000000004
dividends_sample,20202.OL,,USD,,,,2021-11-19,0.49,1.0,0.49,NOK,missing_adjustment_factor_default_1,8.9152,2021-11-19,ex_date_or_prior_business_day,4.368448
